avg,cen
43.35000000000001,41.71
42.174285714285716,42.34
42.51285714285715,41.4
43.51142857142857,42.19
42.47571428571428,40.24
40.30285714285714,36.73
38.93,31.26
44.17428571428571,30.8
50.980000000000004,31.17
51.30142857142857,31.28
51.534285714285716,38.85
45.90142857142856,45.78
58.064285714285724,68.36
65.02714285714285,77.33
58.825714285714284,63.8
57.855714285714285,62.54
57.38857142857143,67.26
66.41857142857144,74.12
75.91571428571429,102.55
54.61714285714286,74.1
47.75714285714286,46.04
46.45857142857143,43.56
45.435714285714276,45.11
44.35,43.84
