0,1,2,time,week
43.36,81.41,17.65,2019-06-01 00:00:00,6
41.0,74.15,17.65,2019-06-01 01:00:00,6
40.51,41.58,20.59,2019-06-01 02:00:00,6
42.88,32.92,23.53,2019-06-01 03:00:00,6
41.23,25.25,23.53,2019-06-01 04:00:00,6
35.41,8.42,23.53,2019-06-01 05:00:00,6
30.14,19.37,23.53,2019-06-01 06:00:00,6
30.35,60.42,23.53,2019-06-01 07:00:00,6
31.08,73.45,23.53,2019-06-01 08:00:00,6
31.68,86.48,23.53,2019-06-01 09:00:00,6
32.74,122.71,20.59,2019-06-01 10:00:00,6
32.9,134.4,20.59,2019-06-01 11:00:00,6
32.83,132.29,17.65,2019-06-01 12:00:00,6
31.76,153.8,17.65,2019-06-01 13:00:00,6
32.49,150.04,14.71,2019-06-01 14:00:00,6
32.42,176.13,17.65,2019-06-01 15:00:00,6
33.13,177.43,17.65,2019-06-01 16:00:00,6
31.74,155.7,17.65,2019-06-01 17:00:00,6
33.97,184.15,17.65,2019-06-01 18:00:00,6
36.4,154.54,14.71,2019-06-01 19:00:00,6
42.86,128.91,14.71,2019-06-01 20:00:00,6
41.45,116.9,17.65,2019-06-01 21:00:00,6
41.27,107.75,17.65,2019-06-01 22:00:00,6
40.91,95.25,17.65,2019-06-01 23:00:00,6
42.54,80.74,17.65,2019-06-08 00:00:00,6
41.42,55.6,17.65,2019-06-08 01:00:00,6
43.29,59.72,17.65,2019-06-08 02:00:00,6
44.96,71.16,20.59,2019-06-08 03:00:00,6
42.64,40.63,20.59,2019-06-08 04:00:00,6
42.11,18.31,23.53,2019-06-08 05:00:00,6
42.18,41.69,23.53,2019-06-08 06:00:00,6
49.07,82.71,23.53,2019-06-08 07:00:00,6
85.97,106.9,23.53,2019-06-08 08:00:00,6
89.54,116.27,23.53,2019-06-08 09:00:00,6
72.93,141.23,23.53,2019-06-08 10:00:00,6
76.95,149.3,23.53,2019-06-08 11:00:00,6
100.25,150.04,26.47,2019-06-08 12:00:00,6
99.86,190.0,26.47,2019-06-08 13:00:00,6
45.98,197.89,17.65,2019-06-08 14:00:00,6
39.74,199.75,17.65,2019-06-08 15:00:00,6
39.98,212.68,17.65,2019-06-08 16:00:00,6
41.37,204.65,17.65,2019-06-08 17:00:00,6
40.21,188.2,17.65,2019-06-08 18:00:00,6
42.44,172.75,20.59,2019-06-08 19:00:00,6
47.71,157.96,17.65,2019-06-08 20:00:00,6
45.42,133.38,17.65,2019-06-08 21:00:00,6
46.09,97.22,17.65,2019-06-08 22:00:00,6
45.64,116.62,23.53,2019-06-08 23:00:00,6
43.69,101.48,20.59,2019-06-15 00:00:00,6
40.53,60.88,20.59,2019-06-15 01:00:00,6
42.54,55.67,20.59,2019-06-15 02:00:00,6
44.41,66.97,23.53,2019-06-15 03:00:00,6
42.79,61.55,17.65,2019-06-15 04:00:00,6
43.18,65.04,20.59,2019-06-15 05:00:00,6
56.36,78.35,20.59,2019-06-15 06:00:00,6
65.38,100.46,23.53,2019-06-15 07:00:00,6
106.74,129.19,29.41,2019-06-15 08:00:00,6
76.56,155.95,26.47,2019-06-15 09:00:00,6
48.49,168.98,20.59,2019-06-15 10:00:00,6
48.36,190.77,17.65,2019-06-15 11:00:00,6
49.42,196.44,17.65,2019-06-15 12:00:00,6
70.16,210.39,20.59,2019-06-15 13:00:00,6
76.61,221.37,23.53,2019-06-15 14:00:00,6
60.67,228.03,17.65,2019-06-15 15:00:00,6
58.54,239.68,17.65,2019-06-15 16:00:00,6
67.79,207.89,17.65,2019-06-15 17:00:00,6
86.74,213.94,20.59,2019-06-15 18:00:00,6
58.08,205.95,20.59,2019-06-15 19:00:00,6
48.19,163.59,17.65,2019-06-15 20:00:00,6
46.42,161.37,17.65,2019-06-15 21:00:00,6
46.05,133.31,20.59,2019-06-15 22:00:00,6
45.32,139.01,20.59,2019-06-15 23:00:00,6
43.96,100.11,23.53,2019-06-22 00:00:00,6
43.48,75.77,17.65,2019-06-22 01:00:00,6
45.29,73.49,17.65,2019-06-22 02:00:00,6
44.01,87.78,17.65,2019-06-22 03:00:00,6
46.52,66.83,17.65,2019-06-22 04:00:00,6
41.7,63.27,20.59,2019-06-22 05:00:00,6
35.71,83.45,20.59,2019-06-22 06:00:00,6
33.56,94.15,17.65,2019-06-22 07:00:00,6
33.24,121.97,17.65,2019-06-22 08:00:00,6
33.51,110.42,20.59,2019-06-22 09:00:00,6
36.17,137.36,17.65,2019-06-22 10:00:00,6
36.64,169.44,17.65,2019-06-22 11:00:00,6
37.67,180.77,17.65,2019-06-22 12:00:00,6
35.15,182.5,20.59,2019-06-22 13:00:00,6
35.06,190.95,17.65,2019-06-22 14:00:00,6
36.43,175.81,17.65,2019-06-22 15:00:00,6
34.94,178.77,20.59,2019-06-22 16:00:00,6
34.94,187.08,20.59,2019-06-22 17:00:00,6
34.27,174.08,20.59,2019-06-22 18:00:00,6
35.94,131.8,20.59,2019-06-22 19:00:00,6
45.53,145.32,20.59,2019-06-22 20:00:00,6
45.61,148.52,20.59,2019-06-22 21:00:00,6
44.34,124.86,20.59,2019-06-22 22:00:00,6
43.84,111.62,20.59,2019-06-22 23:00:00,6
41.71,79.72,17.65,2019-06-02 00:00:00,7
42.34,85.04,17.65,2019-06-02 01:00:00,7
41.4,62.85,23.53,2019-06-02 02:00:00,7
42.19,48.77,20.59,2019-06-02 03:00:00,7
