,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0,-0.0,2.871201447684319,3.2975620612059293,17.0797917911907,4.543021091595918,3.862263630390451,2.3549047282169857,4.355568699121223,4.110927186252667,5.077952591725328,5.031957032947112,5.6433232314362884,3.67197870115868,4.843888960022336,5.954726622257454,3.772842546065648,15.634550773924735,4.713723141193754,3.6543043638854527,4.41631390212721,4.237578283387466,3.952272500946225,4.640054329968597,4.504638919140148,3.44229443862155,3.3661063834193325,3.703677533881466,4.073604243430353,3.181363929788545,8.984290638154217,4.216102206896878,4.30435440246952,12.318722536664527,3.6538574925053324,3.8235138631282433,3.5367050138236937,3.946341527690222,4.068691512100687,4.475691085423552,4.943043038621773,5.49331368729271,4.502892825028986,4.67760180561746,4.140815184239372,4.937111367662753,7.479969520861625,5.961971232493218,6.076686961913968,6.030132549203114,6.125937628555447,4.574746101953544,3.8544248743940193,5.9710608795825655,4.468436093137996,6.536846639790701,5.942170619624002,6.510673912182102,6.58036018550659,7.747544122739434,6.356526792310283,4.6650657727023885,3.201177819736502,4.792835189341184,6.031680813952848,7.254079258526353,4.195806508889876,3.8671006768695078,7.695098278509115,3.9498690211010614,4.671114857831513,4.617515581623002,4.295410213455276,3.2934860249338276,5.115046157849025
1,2.871201447684319,-0.0,3.6797682616831,13.655911767348547,3.7477249857211072,3.332418987766393,1.5141627053993059,3.1335401199402235,2.7142728347824328,3.239979530897287,3.4635840140277603,3.2734985123881573,2.350102326871855,3.7751034316901193,3.8948836634818496,2.561296914567542,22.632464639994353,2.6920510161659674,3.4166453920187587,3.713791375219706,4.1138378855666975,2.5221041530470356,2.903534326936225,4.383294362054313,2.6336817603768603,2.830775431629231,4.556593356056124,4.7543073052287586,3.742368482811445,8.698535861568976,4.123293387247108,3.8937830815954366,8.863186229566228,3.6638620863915636,4.092970712053746,2.7946225995283456,3.9190635452423046,4.0170131147220935,4.165331708981923,6.337125907602125,5.213237991346703,4.644009714720285,4.651640236932328,4.722900934592333,5.216154239517988,8.20837860206353,6.49803373793283,6.931335918604898,8.380894699250035,6.252628956889272,3.287921703610397,3.2520157734864092,4.642973406799428,4.073455596353121,4.879142437579069,3.533015083646635,3.8188063453967516,5.652272146307074,5.256646947376913,4.956402873543352,4.403355770944726,3.265820821097748,5.681675500207556,6.178489872962935,7.3435024856257005,3.232531697051268,2.9571161211909645,3.977952179407201,2.688798901227184,3.653266711307746,3.5509417914447847,3.128133385117781,2.142582372187472,3.503673451708216
2,3.2975620612059293,3.6797682616831,-0.0,25.075039092164076,5.0473788501464965,3.945129271251667,2.8615224415807528,2.6303328357882014,4.641532752051661,4.835047569311716,4.8000454150009615,3.7973805335691386,3.7728172226064802,5.247614854318382,6.412383398898004,2.8667597112137297,44.80144921624099,5.605596313654347,3.493179986735295,4.195303996746496,4.048697730948854,3.727040571446755,3.7310796899227965,2.8606814016974442,3.635788162165916,2.8639435165844054,4.91530095227686,3.4678276331146303,3.454417359081885,10.273384673850106,3.504983546746891,5.4268119680494,17.372408108328248,2.582191558116644,3.6057694962637226,2.678437421134681,3.439700890732493,3.401018001039169,3.7238654567059566,5.241385630138512,3.2656005611012064,4.120387081304855,2.4985707248280034,3.1013313398970688,5.251515300885821,7.265774467088732,4.750405069301742,4.218989682021945,6.521351543061447,5.129526813929453,2.9909118224074813,3.640557792213364,3.721814664167997,3.4298713141565664,3.651343272786854,4.6022803584196375,4.837744384960201,5.7926424620711,7.51149887709025,5.894006270923621,3.0472690812109096,3.15152900802171,3.565918391617246,3.696731083231157,6.584862503508174,4.01724119704431,2.8600894323382176,4.765054643618171,2.8572297266742632,3.560919270168261,3.6999627463021825,3.1740575903222594,3.498640195051159,6.082917384419697
3,17.0797917911907,13.655911767348547,25.075039092164076,-0.0,9.271611506707705,14.775215219032258,11.636820387922242,23.212541227216764,11.531533688590569,9.832773724921598,9.88827388369123,16.841955735102232,19.399016527553872,14.251855526720412,14.004351603436772,13.731616278494208,31.60179002534427,7.444807904034182,18.80933508982359,10.426079118434252,22.73351946126749,14.669680410788775,16.461921351736425,17.257847995252963,17.839081697248947,21.81972136736012,15.87436716314112,12.667939662986564,14.27382391430326,14.676182386969904,9.634999921406884,16.89440376936456,4.025218467644482,15.21715788847888,12.06779246661205,18.26076685611489,11.94727910902267,14.636641461437145,19.75417389834024,16.501709138936736,10.256878964938922,10.850768514285996,22.555295325310443,19.076491709315526,24.44804952039075,21.72090094687659,8.508779496768483,19.85590458572495,16.786279455086724,13.705803840753864,12.040437931595351,8.991353401200698,14.51182659211997,11.12971611252279,18.05488986813688,16.069893720136626,13.366348236415698,17.2870516954879,11.10088758087254,10.484445711294393,15.174964955036875,15.001862211075766,20.4756561365879,12.665928989518836,17.036651676163107,7.9904199667850895,9.397535143666383,19.099920083406566,17.89602641269614,13.146325728031233,11.14575902234843,10.932174181350259,10.240272492502012,6.420960227298472
4,4.543021091595918,3.7477249857211072,5.0473788501464965,9.271611506707705,-0.0,3.2834985270002086,2.6626497772841233,2.910217158743202,3.196533352311472,2.1691971768158043,4.367283987472335,4.683597623745832,3.6897147000444623,3.592555705819086,2.2216326008944107,4.049013202565634,32.541397389207226,1.9760339085406389,2.759581673102533,2.6770519234459207,4.85584836928084,3.389929751910393,4.762280897633056,2.613159019539982,2.97929321426653,4.100721205722216,5.311526146998353,4.117038675390531,2.246984279449775,8.92988019582168,3.9494200092347382,5.732374590635535,6.577255877955386,4.422909238478684,3.143854621827058,3.9088307043084582,5.105256236932988,3.1852570880742483,4.1926982268828965,4.082546335071997,4.91259132981926,5.19243572013976,4.784976535334203,5.584184676187291,3.188686402353484,6.0462408190394115,7.0958060560415905,8.30054851231306,9.071114403216741,5.231072109636289,3.9899843564306847,4.263276849422369,4.083868389307616,4.528473872731043,5.217360549152779,4.050056158029357,4.865143007167914,5.2707846835008505,5.975533883811859,4.44111857559523,5.9444319921879885,4.87810463552835,6.7526385426381115,5.990428460468394,4.492530598263341,4.3843937762389285,4.470281136667488,6.449835869861384,2.8832044900497795,3.4367189742663005,4.423810347300882,3.248930296540262,2.210637146083599,3.9553593817668147
5,3.862263630390451,3.332418987766393,3.945129271251667,14.775215219032258,3.2834985270002086,-0.0,2.807558181940926,3.260441035983818,1.3821381267745791,3.085628731003611,3.2191854856268525,4.071909564544372,3.751965255976521,3.8785285681680377,4.1572604882956625,2.993718016220299,32.15510905494806,2.253734492381972,2.5278847130014017,2.596335218960073,3.641926812635035,3.115940581313482,3.699291431484213,3.2478185557450723,2.1062134024932186,3.0074301548791196,5.880169612308143,4.090102280449269,3.085972836127919,10.688603009733011,3.828958293848095,3.779039796170449,9.760713999411871,5.834055266711518,4.63445582960899,2.8761654775957823,4.186281568106793,4.099756821700001,4.131638538874481,5.616283046942127,6.393149171459628,7.293454972302937,5.064760670900253,4.5110252934471555,4.279137053351423,7.782850040630224,4.937228879064297,6.346574530290177,7.6528020259120835,8.638258258925607,2.8569663897933424,4.422694170789746,5.946256851015462,3.1138968112409615,4.298121705915857,2.619611783710483,3.38670303560186,4.798990078336814,4.609440435322296,4.344450677831246,4.678681122873986,3.8777162344123592,6.224680374789315,5.736740165759342,6.630620813511808,3.3691617095632975,4.048157745099236,5.940364967602747,2.5934287081253555,2.8515572036237957,3.118405860084314,2.436798228319291,2.3489089420600253,6.578285587753106
6,2.3549047282169857,1.5141627053993059,2.8615224415807528,11.636820387922242,2.6626497772841233,2.807558181940926,-0.0,2.3109273793584717,2.4967991315676956,2.6294008108705005,2.6853451691037065,3.8107554476134964,1.523443985239504,3.106685518540323,3.1796464523376153,1.942155400193784,17.043526007293455,2.1886787368139835,2.2854360563513745,2.9849735098656525,3.1764054509272417,1.6838841573273648,3.1453766820255447,3.4739384091803034,1.8278172268483253,2.6963672891646637,4.0477552259214065,3.1394327499444157,2.649562544198131,9.74220060396267,3.3121810435709094,3.8421572654894076,7.9155501183205,2.9880757395785036,3.30748224394719,2.3424821768229256,2.807081702398333,2.9046465068280214,3.8704866722546973,4.600654235898291,4.6331825930416,3.831302348228622,4.071520304266939,3.341536982882608,3.910833038433906,5.4825882417016585,5.093684939652296,6.152227478401611,7.122039228941254,5.687291169473741,3.078576341494286,3.009530154464095,4.667089462118064,3.5250573005430264,4.678770144170067,3.2186557094625092,3.67180756850354,4.645777943163788,5.5672669343110766,3.725711912472374,4.253356180871452,2.638481987803061,5.025420359491389,5.154994929688382,5.920509462541804,2.377019434442519,2.3520079041179494,4.536730676847538,1.9341919160807486,2.632374814553574,2.1655539020221437,2.779314061732397,1.371468429592543,2.439792035836059
7,4.355568699121223,3.1335401199402235,2.6303328357882014,23.212541227216764,2.910217158743202,3.260441035983818,2.3109273793584717,-0.0,3.268428717803147,2.858279577241482,4.477889482373278,2.6599230758455783,3.1857604114512723,3.3736778308743176,3.27590389981733,2.545293571408133,34.8254308826039,3.2759142422719543,2.377726889113786,2.379374497262433,4.211054038194459,2.3214262534015813,3.2455047867782723,2.8754368129786427,2.6504438803299633,3.0172338944554475,6.230525113897429,3.3152614285162323,3.549502206086316,11.192914041739144,3.3122855813541046,5.966939150678483,15.60825400400478,2.6616791535463835,4.270456442945027,2.255929998214416,4.317583150392806,2.847444539969294,3.3989919797556745,5.490754092987238,4.693298067478055,5.776184956722263,4.2366416889339416,4.410278355943613,4.106871705258594,6.767790476180287,7.287338607770063,7.726872162196081,8.27895813715452,6.156811528810131,3.622239547448729,5.186299744483094,4.8750471182286805,4.665426237888675,4.3622165884321085,3.781752229897475,3.5101773190827132,5.492640861158608,6.561123872665674,4.823311143984599,5.367819965490417,4.540822209491997,5.184315316983062,5.5659800804957404,8.311959363270487,4.472696505414664,3.406740620234436,4.564260533171981,1.9098377271515719,2.826469783030023,3.5773369445475725,3.1885477717407587,2.744383690463126,5.118930543984341
8,4.110927186252667,2.7142728347824328,4.641532752051661,11.531533688590569,3.196533352311472,1.3821381267745791,2.4967991315676956,3.268428717803147,-0.0,2.917724277575312,3.3177071617904756,2.5123395174040724,2.777043902953028,2.913134139153374,3.435197464826575,3.4219714813256203,28.421430032617792,1.4749900243357783,2.3639437285455824,2.695662469081954,3.1763230987514266,2.2495754518362605,2.6828617282128846,3.175513419931677,1.7538663362129778,2.8103123590652936,4.58996386549044,3.4853507527020544,2.9184748596895727,12.261337410581035,3.7064976993490872,2.54013442954943,7.718213683441461,5.559099946268109,4.5764541939004095,2.594445352754509,3.435865293279418,3.732652564497634,3.7297892905116776,5.381692404898771,6.032581680033331,6.641407003872512,4.861006936012126,3.8352457558749475,4.293040615386236,7.449041911474416,5.2044513305821365,6.008746664360471,6.99847461722762,7.724030124577357,2.6078157910044593,3.9312855548007204,5.340654237843539,2.8102854608951433,4.005984676394807,2.326660149231859,2.80804463442175,4.612709152621828,5.492589282477883,4.517837583863679,4.075641654689257,3.135725993810184,6.499025547489369,5.395721326462765,7.271639188023441,3.7753560250966336,4.07909167539841,6.006865070272931,2.529864148250045,2.8451398113430177,2.7502890280092567,2.711464381660395,2.1327955153015954,5.760499178342226
9,5.077952591725328,3.239979530897287,4.835047569311716,9.832773724921598,2.1691971768158043,3.085628731003611,2.6294008108705005,2.858279577241482,2.917724277575312,-0.0,3.896786990762246,3.6821679062812445,3.6095428892493246,3.304497811671701,1.79426527196133,3.1966053562720136,18.71451902979835,2.153643644448852,3.312050008971529,2.7570150934497653,5.6188615808636735,3.010785853290924,3.726633350841848,4.041786675735643,2.7324679880753995,4.52717932854584,6.845979820179877,4.87807943588262,3.2687202468908625,8.358596206058685,4.673387370434132,5.4377328922252035,6.772116200697335,4.2385255450874615,4.276322671993231,3.426960954148308,4.842007506437198,3.9023422881678016,5.3093103059457505,5.177875440507066,5.781459481850643,6.084761351750264,5.66419756380114,5.443543216994171,4.342392200826179,4.593538124881372,7.735473224299346,9.383330392756202,9.164173667441577,6.230919229838318,4.1682030145757825,5.7839762683668265,5.468109201569226,5.05178918485513,6.138533963395999,4.7199665843962775,3.2854407006711783,4.485164433411204,4.890403064270743,3.8840620890833653,5.7140334713390715,4.827333652594008,5.748125564413048,7.091483157096316,5.900502332728603,3.556195481887517,3.84684468436488,5.863933500368972,2.581347361204124,3.030802813588494,3.8961095586213657,3.913587686131705,2.1371120324529067,3.119144664131818
