,19
p,-19.0
k,7
db,0.1750057845397725
cp,0.5608512605692468
sp,30.33899709612239
gyh_db,0.1254156788819857
gyh_cp,0.1101868780275408
gyh_sp,0.04701771478953798
zb,0.10200898764526255
exemplars,[ 53  61  65  67  70  78 106]
labels,"[ 61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61
  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61
  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  53
  61  61  61  61  61  61  61  61  61  61  61  65  61  67  61  61  70  61
  61  61  61  61  61  61  78  61  61  61  61  61  61  61  61  61  61  61
  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61  61 106  61]"
