avg,cen
54.94888888888888,40.39
30.727777777777778,29.15
25.853888888888886,13.03
31.123333333333335,36.94
46.095,81.23
35.291111111111114,40.53
21.81055555555556,32.85
20.547777777777778,27.68
45.625,47.82
82.455,88.45
115.52944444444445,111.44
138.0361111111111,124.47
155.15444444444447,134.96
166.5861111111111,152.15
172.9033333333333,153.84
175.9138888888889,154.89
170.34277777777777,150.56
153.53555555555556,133.73
137.535,120.95
124.44944444444442,101.34
108.25999999999999,83.87
95.44111111111114,79.37
79.4177777777778,72.43
65.63055555555556,54.61
