,33
p,-33.0
k,2
db,0.194541968943293
cp,4.575838897990352
sp,47.042177303388584
gyh_db,0.2821558117415957
gyh_cp,1.0
gyh_sp,0.0
zb,0.3910779058707978
exemplars,[ 1 18]
labels,[ 1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 18  1  1  1]
