avg,cen
34.60545454545454,35.24
34.55727272727273,33.43
34.50477272727272,35.05
34.321363636363635,35.18
34.25181818181817,31.98
34.66363636363636,35.86
33.972045454545444,34.49
39.77318181818182,41.53
43.272727272727266,45.97
41.979772727272724,42.65
42.586590909090894,45.3
43.13250000000001,45.77
43.25863636363636,46.1
42.87795454545454,41.76
41.992500000000014,44.76
41.80886363636363,44.37
39.562272727272735,38.45
36.99931818181818,37.7
36.34795454545454,35.79
36.811590909090924,35.2
37.47545454545454,37.85
36.26772727272728,38.5
35.948409090909095,33.73
35.25568181818182,35.43
