,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,-0.0,3.3511778425229304,5.108163603232413,4.948594410156067,3.2620710236401753,3.634241536267411,6.250058869776629,5.627274741360933,6.731137602770004,5.741760379669496,6.790974913044851,5.3593028285730195,4.848465766523769,11.408140745509233,2.654099421400833,24.384532597252747,4.668278138945298,3.4895010095215833,3.104319560460122,3.2864301132524294,3.4757275887541548,3.6216486864005035,3.3726370193800266,4.155679024632854,6.479296497734321,5.518540575460173,4.589671776201301,7.295299824235463,6.895673921653367,6.177188320082651,7.672929649603247,4.655444559247054,3.751054438110738,4.530645751523971,4.742443812232934,2.6042569972809457,4.029140546605566,8.328271831376563,8.215216427695916,4.3941245182990665,4.2463385761312615,5.414976701340208,11.91542635700406,15.167349189167384,2.4515457944073282,4.395393371228299,3.52361041389538,4.0319179037620625,24.991016856024938,17.079185651046842,12.217619870667535,14.296658925287604,13.2391154104094
1,3.3511778425229304,-0.0,4.740195389279622,5.902531571078183,1.9613372112317087,4.069608684311694,8.303404122746228,6.8908148202522925,6.045529185825594,7.6251030052600415,3.8029002035814523,5.676588558302474,4.51474182422115,5.145904461634278,2.316456466376441,26.056282811247875,5.044838266725196,4.100481145356993,3.2454898279221367,3.9090714123447015,3.0999758710554586,5.5338954867117245,5.740048541658923,5.439826719317704,8.325951209120086,4.593029323111379,4.109120138859963,4.504381062927209,6.236343797743599,8.774131760896902,8.420320039526086,5.018404588436654,3.821125336133735,6.8688070869763145,4.595076205288468,3.614000900641,4.657810907960614,7.7023112768297075,6.530589937726345,4.736444689637123,4.831973681101492,8.335858665146322,10.970611727416184,10.410990526393169,4.709007473480704,4.081892215414401,4.117755323690896,3.2873887884503565,21.426214347278442,11.711219319183964,8.355684447131779,11.869682689665924,11.41205404907955
2,5.108163603232413,4.740195389279622,-0.0,3.107807565351418,3.942302923868681,3.918768934056153,8.705798307524208,5.719518783737705,6.361697439678879,6.591800782244893,6.71097549827599,4.637122611862335,5.351599234886299,11.607514994175816,2.9841047749074114,35.82031317984584,4.214400021886302,4.084214710111893,3.679585934933423,3.7355355428777335,4.00761867646636,6.996224375525818,5.133962858486604,5.493478113288088,7.723125818476619,7.351471965642608,5.936382234017539,7.871442607917448,9.351301968656651,9.113769555254274,7.49342236762427,4.9014943032499465,5.89568464274562,7.401580695563792,5.608871867102615,4.673317162073741,5.17052350856138,6.444093948152606,10.9960420314329,6.732635634054009,6.027332634932639,8.862088233680542,12.73526359903818,16.176081125771823,4.101476990445251,5.1521655801057555,3.4635912065573176,5.281796586377858,24.875199430204514,17.47392449821075,12.831542360692007,13.627536623072038,14.131204046511092
3,4.948594410156067,5.902531571078183,3.107807565351418,-0.0,5.161017943075796,4.458081209041646,4.661882796883742,4.208906624044301,3.5771700681058327,9.57343141940636,4.809334181232812,2.975734312319287,3.3820066223536958,11.792137460857031,3.196924673782545,28.629519769630168,5.714357691054697,3.0658872184718597,3.0835567253648852,2.729633144409348,4.257700295047373,6.967419356286165,4.483335559091875,4.084070188784839,7.1144848217227485,6.692387130463168,5.36018764512286,8.438433566647612,10.506740164615723,8.574195323201394,10.42632117352691,5.16899940283547,6.377404504589717,8.994602891383755,6.692736742991941,5.356308076527876,6.384699207878694,7.2377196250384985,10.134095842538802,6.5267825251771905,5.231974332331846,9.888497982988637,11.11706537592425,14.158555918955717,6.356210593180107,5.700662687197873,6.033358760910066,6.713846392890592,22.58397229166956,15.08595140818023,11.342767635921296,12.084353402500426,13.586101813264197
4,3.2620710236401753,1.9613372112317087,3.942302923868681,5.161017943075796,-0.0,3.566309612975019,7.386660183789539,7.255396684475342,4.964583714236066,7.024524482975307,4.304914897590124,5.1736965139478,4.589605874738504,5.346480487484136,2.6795234105486685,23.575732491629328,5.066892309819921,3.9607988275321193,3.065366808763761,3.867510402194019,3.8230282171972934,5.768793731312832,5.860629142014246,5.192736397338004,8.417404291964768,4.720562750547617,3.971089293241293,5.318530659105709,7.3097245072379895,7.868629308192746,8.506251838589032,3.748129926815652,3.849795336000666,6.569889909910525,5.222208523315969,3.7383828426173085,4.5493448496815825,8.216683080442078,10.273823385216273,5.831350647207198,5.126489471764641,7.553793550191576,16.01820623912411,12.438633259696308,4.972963857714738,5.155805029954743,4.16863388532078,3.2756356214355313,21.893785374877094,17.633771464972998,11.179015534423714,12.972888924307357,15.725125713634894
5,3.634241536267411,4.069608684311694,3.918768934056153,4.458081209041646,3.566309612975019,-0.0,6.968473859651549,8.136994925947418,6.431782925544896,7.625646757435886,7.065040113697001,3.116308550538432,5.3030681710689995,9.784865282928344,2.9158002858381593,27.343819218894758,4.119985820502161,3.3443912056401954,2.865339301384522,2.4312742889659367,3.2363099683722627,4.97437664925905,3.9870289366748533,3.7321642151511245,9.413239569553724,6.541080288216494,5.409607270101264,9.451214411864738,10.604311939289497,7.119222133043616,7.444111414547112,4.412350479165633,5.364937207190444,7.955783531851542,5.748945026614896,2.860876304221094,6.315590564980813,9.157123980348285,11.859124983265302,7.758193400635633,6.101115279000685,6.359426139708593,16.114154443860645,14.533556463150136,5.512921721654634,6.181666117784917,5.107607370478083,4.815696581803945,21.640987488387616,19.179981488013205,11.604250395238628,14.029444734593167,13.930932600442816
6,6.250058869776629,8.303404122746228,8.705798307524208,4.661882796883742,7.386660183789539,6.968473859651549,-0.0,4.940985132167435,5.554961282293649,12.656473819195945,7.883255274446526,5.106020425663909,5.7128819291201784,16.097686753578046,6.569173875854656,33.33937460347199,6.843887270561245,5.184488783704993,5.523993193453778,6.057708734344006,5.885493452522357,7.887093421165309,6.789365954699088,8.856961633779173,12.347813515879546,12.847708446383297,7.418645607494844,13.622893240935827,17.36050058856499,13.815971654908946,15.866152882868592,6.7442820445280915,11.043564834386178,11.174412193330593,15.39680948408254,10.682971327799825,8.845029454434002,9.28640239420749,9.126639696446318,8.539886402043235,11.60546395324028,11.999828417280288,11.630453567864214,17.527602722862028,7.614264677569839,9.363381586490936,7.793985387497811,11.169189209447387,24.33535827914704,17.370941235442523,12.632454595312323,15.292621204732608,12.388285848927945
7,5.627274741360933,6.8908148202522925,5.719518783737705,4.208906624044301,7.255396684475342,8.136994925947418,4.940985132167435,-0.0,5.468590480993362,6.11659704805678,5.209338250289924,6.253903059686679,3.8362101236015334,12.656491009981043,5.494834408717717,29.06995639394983,7.592717967034326,6.406983656335171,6.241180981646952,5.692718512942342,4.962376683916113,6.49089537809333,4.856425185489588,7.326338035971038,9.599995894702401,6.547386687155876,6.713968566357823,9.130264251626647,8.912178739428745,9.535901111545428,14.16219518797,6.357396528428315,7.965168771826724,7.757726230542743,7.349812681474696,8.450855073451649,7.661829807402056,9.671450879718373,8.311695162649313,6.1431615470653185,6.064368631159342,13.33030815667779,9.549787663135696,11.18146499637714,7.018806488494101,6.055757807383944,6.100245353099421,6.087882207679136,24.085041323038787,12.412461872567725,9.529196090182362,10.700582485575481,11.769887661421144
8,6.731137602770004,6.045529185825594,6.361697439678879,3.5771700681058327,4.964583714236066,6.431782925544896,5.554961282293649,5.468590480993362,-0.0,12.264546146628563,3.474475341607133,5.054571068123566,2.989205484470787,10.79576878653152,5.470628937036709,32.53535897615622,5.3838825750226125,3.1710502399336575,6.460983081483383,5.526554816976517,6.271687832707604,5.40946601702521,5.249914722551059,3.8727912290776545,8.247281694471296,6.604720470771043,4.583576903623582,8.16672439576738,10.186916147473498,7.63637415022675,9.808117578058358,6.330032992718059,6.81101835993459,8.136814039391554,6.509768349006313,5.769127525192848,7.8165366318464145,8.41326032257707,9.722799302820835,6.049224851935145,4.916994116750787,11.849761125112261,12.13285564022645,13.170071512109692,7.2258618583460805,7.097786372704288,7.0554227166867935,7.324562795152867,22.55355673708238,14.780347682730078,9.489172181962756,12.613652765917859,12.631771738992928
9,5.741760379669496,7.6251030052600415,6.591800782244893,9.57343141940636,7.024524482975307,7.625646757435886,12.656473819195945,6.11659704805678,12.264546146628563,-0.0,7.093703386880588,9.17760250878632,5.710055639694248,6.320984336315412,10.360708617312042,37.11705563186615,4.401390680871567,10.082584442623302,11.787967785846933,10.77470281201475,8.047708783714684,8.808025862109716,11.760524519710053,14.615422141710697,14.266113836387191,11.056318662726346,9.19834889399108,10.251476487275909,7.929350174717089,14.238692403403403,16.07351659375579,10.581476903637746,9.617429723652268,12.67356159204342,10.681225321001735,9.647236963578093,11.620670756709785,13.106638781310208,14.639765054242089,9.65037875871129,11.153848454337895,11.198853868846316,14.553743173013249,14.549877651768982,8.449515778441171,9.199547711899172,10.003516704179416,7.449307802882152,23.08260545572676,19.05896327656865,12.901254601584757,15.02835555863811,14.460646107609893
