0,1,2,time,week
43.91,182.5,26.47,2019-07-14 00:00:00,7
43.16,173.13,29.41,2019-07-14 01:00:00,7
43.9,163.63,29.41,2019-07-14 02:00:00,7
42.59,152.29,26.47,2019-07-14 03:00:00,7
41.55,163.66,23.53,2019-07-14 04:00:00,7
40.15,155.53,20.59,2019-07-14 05:00:00,7
31.86,147.96,23.53,2019-07-14 06:00:00,7
32.12,155.42,26.47,2019-07-14 07:00:00,7
32.94,191.83,26.47,2019-07-14 08:00:00,7
32.74,199.75,32.35,2019-07-14 09:00:00,7
34.43,177.08,29.41,2019-07-14 10:00:00,7
36.12,238.91,29.41,2019-07-14 11:00:00,7
35.42,239.93,29.41,2019-07-14 12:00:00,7
35.12,234.86,32.35,2019-07-14 13:00:00,7
35.92,262.25,32.35,2019-07-14 14:00:00,7
35.02,244.89,29.41,2019-07-14 15:00:00,7
35.24,223.13,32.35,2019-07-14 16:00:00,7
34.12,242.78,29.41,2019-07-14 17:00:00,7
35.08,228.13,32.35,2019-07-14 18:00:00,7
36.41,219.93,32.35,2019-07-14 19:00:00,7
43.75,194.37,32.35,2019-07-14 20:00:00,7
42.64,185.85,32.35,2019-07-14 21:00:00,7
44.11,184.72,32.35,2019-07-14 22:00:00,7
42.84,205.53,26.47,2019-07-14 23:00:00,7
