,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-0.0,11.893910574629517,16.092162881492218,9.114831411319445,11.860056557184151,13.030076798238603,20.60310235484521,16.645309250750653,8.846076801694867,11.558692265714445,11.33158838613469,11.18648696297276,16.903720428077467
1,11.893910574629517,-0.0,16.57162004176941,12.985826556722575,14.730952359679533,19.514432684305692,29.617945320978016,11.922743193302397,10.816745134278099,14.023789656145205,13.030638796634134,15.46336015707601,11.896877093139706
2,16.092162881492218,16.57162004176941,-0.0,20.144307431722872,33.320482918151214,13.628281920027364,21.048887831102643,18.868531715408846,19.18562350556958,14.593925496843815,13.92994521766837,23.70122170554207,17.224742093018136
3,9.114831411319445,12.985826556722575,20.144307431722872,-0.0,7.235943160520767,14.028426442424685,16.9408451728289,12.741052198932868,8.70637988397465,14.212289966982283,10.134026425099622,10.034952552751673,12.615303981023915
4,11.860056557184151,14.730952359679533,33.320482918151214,7.235943160520767,-0.0,20.266664739402902,31.537338655701245,13.071862848039682,16.806971090131817,32.801377359140375,24.780905822315255,9.094898677370917,11.817127920396196
5,13.030076798238603,19.514432684305692,13.628281920027364,14.028426442424685,20.266664739402902,-0.0,20.523194281417613,11.317234881513237,18.14640608116503,10.644540608855126,10.07358072126032,16.04328884828482,13.389949510227504
6,20.60310235484521,29.617945320978016,21.048887831102643,16.9408451728289,31.537338655701245,20.523194281417613,-0.0,26.503834857346686,25.804078293831022,22.892158306690785,29.159070745837216,32.38742221843893,22.52347071090912
7,16.645309250750653,11.922743193302397,18.868531715408846,12.741052198932868,13.071862848039682,11.317234881513237,26.503834857346686,-0.0,15.332366979715223,15.543910853991521,14.079689035607998,14.739424158940372,5.166578172333112
8,8.846076801694867,10.816745134278099,19.18562350556958,8.70637988397465,16.806971090131817,18.14640608116503,25.804078293831022,15.332366979715223,-0.0,7.836880176370253,8.79779082418648,11.786098961097835,11.114860136038986
9,11.558692265714445,14.023789656145205,14.593925496843815,14.212289966982283,32.801377359140375,10.644540608855126,22.892158306690785,15.543910853991521,7.836880176370253,-0.0,3.6878068695505046,15.08146820942981,15.1658290720798
10,11.33158838613469,13.030638796634134,13.92994521766837,10.134026425099622,24.780905822315255,10.07358072126032,29.159070745837216,14.079689035607998,8.79779082418648,3.6878068695505046,-0.0,13.300150586733164,13.535979769825053
11,11.18648696297276,15.46336015707601,23.70122170554207,10.034952552751673,9.094898677370917,16.04328884828482,32.38742221843893,14.739424158940372,11.786098961097835,15.08146820942981,13.300150586733164,-0.0,16.914970276736454
12,16.903720428077467,11.896877093139706,17.224742093018136,12.615303981023915,11.817127920396196,13.389949510227504,22.52347071090912,5.166578172333112,11.114860136038986,15.1658290720798,13.535979769825053,16.914970276736454,-0.0
