p,k,db,cp,sp,gyh_db,gyh_cp,gyh_sp,zb,exemplars,labels
-14.0,4,0.40630959276802203,2.3184194916693404,20.11937463209956,0.0,0.18369669260269456,0.16428066959015236,0.08699434054821173,[ 8 11 13 23],[13 13 13 13 13 13  8  8  8  8  8 11 13 13 13 13  8 13  8  8  8  8  8 23]
-16.0,4,0.46517761797561774,1.9261914761612355,18.392900914879956,0.05693044913475114,0.10964501967356506,0.33611351154912644,0.13990485737304845,[ 2  8 11 23],[ 2  2  2  2  2  2  8  8  8  8  2 11  2  2  2  2  2  2  8  8  8  8  2 23]
-17.0,4,0.46517761797561774,1.9261914761612355,18.392900914879956,0.05693044913475114,0.10964501967356506,0.33611351154912644,0.13990485737304845,[ 2  8 11 23],[ 2  2  2  2  2  2  8  8  8  8  2 11  2  2  2  2  2  2  8  8  8  8  2 23]
-18.0,3,0.5811699981307503,2.841119003541215,19.56132061140877,0.16910506812619044,0.2823810592540916,0.21982278841044903,0.21010349597923036,[ 2  8 11],[ 2  2  2  2  2  2  8  8  8  8  2 11  2  2  2  2  2  2  8  8  8  8  2  2]
-19.0,3,0.8203782621836563,5.842375032417311,18.046478265466703,0.4004400561991202,0.8490107262833666,0.3705923384052348,0.5051207942717104,[ 2  8 23],[ 2  2  2  2  2  2  8  8  8  8  2 23  2  2  2  2  2  2  8  8  8  8  2  2]
-20.0,4,1.4403436835277565,6.642116899823376,18.59338001334746,1.0,1.0,0.31616018535628854,0.8290400463390721,[ 8 11 17 23],[17 17 17 17 17 17  8 17  8  8 17 23 17 17 17 17 17 17  8  8  8  8 17 11]
-21.0,3,0.8203782621836563,5.842375032417311,18.046478265466703,0.4004400561991202,0.8490107262833666,0.3705923384052348,0.5051207942717104,[ 2  8 23],[ 2  2  2  2  2  2  8  8  8  8  2 23  2  2  2  2  2  2  8  8  8  8  2  2]
-22.0,3,0.8203782621836563,5.842375032417311,18.046478265466703,0.4004400561991202,0.8490107262833666,0.3705923384052348,0.5051207942717104,[ 2  8 23],[ 2  2  2  2  2  2  8  8  8  8  2 23  2  2  2  2  2  2  8  8  8  8  2  2]
-23.0,3,0.8203782621836563,5.842375032417311,18.046478265466703,0.4004400561991202,0.8490107262833666,0.3705923384052348,0.5051207942717104,[ 2  8 23],[ 2  2  2  2  2  2  8  8  8  8  2 23  2  2  2  2  2  2  8  8  8  8  2  2]
-24.0,2,0.8120479327379263,4.759642818279802,11.722566184565093,0.39238391035231407,0.644593579570178,1.0,0.6073403500687016,[ 2 19],[ 2  2  2  2  2  2 19 19 19 19  2  2  2  2  2  2  2  2 19 19 19 19  2  2]
