avg,cen
116.36727272727272,121.09
109.62727272727274,115.56
110.44090909090909,108.59
109.25181818181818,110.56
142.76,140.49
239.79454545454547,229.93
257.02272727272725,243.91
239.6472727272727,232.15
236.35,227.5
237.10727272727271,232.39
236.0845454545455,229.75
237.7109090909091,221.62
237.6981818181818,222.22
242.40454545454548,232.43
250.91545454545457,243.03
255.36636363636364,243.87
258.9381818181818,251.09
259.8218181818182,247.99
244.25454545454548,239.44
172.6881818181818,173.87
142.5,146.62
141.2809090909091,142.29
126.90363636363637,135.42
116.91727272727275,125.0
