0,1,time,week
60.64,80.18,2019-06-01 00:00:00,6
57.35,60.6,2019-06-01 01:00:00,6
61.29,89.08,2019-06-01 02:00:00,6
60.96,89.44,2019-06-01 03:00:00,6
63.31,114.19,2019-06-01 04:00:00,6
74.02,187.36,2019-06-01 05:00:00,6
81.15,188.1,2019-06-01 06:00:00,6
86.05,188.38,2019-06-01 07:00:00,6
85.7,192.61,2019-06-01 08:00:00,6
86.05,191.87,2019-06-01 09:00:00,6
86.11,185.85,2019-06-01 10:00:00,6
85.81,196.8,2019-06-01 11:00:00,6
84.47,189.72,2019-06-01 12:00:00,6
83.11,194.58,2019-06-01 13:00:00,6
81.01,205.39,2019-06-01 14:00:00,6
81.27,207.25,2019-06-01 15:00:00,6
78.93,213.59,2019-06-01 16:00:00,6
78.75,210.92,2019-06-01 17:00:00,6
76.43,204.05,2019-06-01 18:00:00,6
68.6,149.12,2019-06-01 19:00:00,6
66.9,123.31,2019-06-01 20:00:00,6
67.36,127.68,2019-06-01 21:00:00,6
63.94,105.21,2019-06-01 22:00:00,6
59.64,91.97,2019-06-01 23:00:00,6
59.38,121.37,2019-06-08 00:00:00,6
59.88,119.01,2019-06-08 01:00:00,6
59.63,110.49,2019-06-08 02:00:00,6
59.04,106.23,2019-06-08 03:00:00,6
61.91,142.15,2019-06-08 04:00:00,6
73.57,232.64,2019-06-08 05:00:00,6
76.57,247.99,2019-06-08 06:00:00,6
83.07,232.92,2019-06-08 07:00:00,6
85.14,231.62,2019-06-08 08:00:00,6
84.48,231.8,2019-06-08 09:00:00,6
85.64,236.09,2019-06-08 10:00:00,6
84.8,233.03,2019-06-08 11:00:00,6
86.07,231.48,2019-06-08 12:00:00,6
84.61,233.17,2019-06-08 13:00:00,6
83.17,237.85,2019-06-08 14:00:00,6
82.82,254.37,2019-06-08 15:00:00,6
78.95,252.15,2019-06-08 16:00:00,6
78.48,251.41,2019-06-08 17:00:00,6
76.78,228.73,2019-06-08 18:00:00,6
67.99,166.8,2019-06-08 19:00:00,6
65.33,133.8,2019-06-08 20:00:00,6
65.4,134.23,2019-06-08 21:00:00,6
63.07,120.53,2019-06-08 22:00:00,6
59.37,109.72,2019-06-08 23:00:00,6
60.0,130.81,2019-06-15 00:00:00,6
60.66,126.02,2019-06-15 01:00:00,6
59.37,117.39,2019-06-15 02:00:00,6
59.41,118.49,2019-06-15 03:00:00,6
62.34,150.85,2019-06-15 04:00:00,6
73.94,251.13,2019-06-15 05:00:00,6
76.89,271.27,2019-06-15 06:00:00,6
81.03,258.87,2019-06-15 07:00:00,6
85.22,249.79,2019-06-15 08:00:00,6
84.32,246.97,2019-06-15 09:00:00,6
84.45,245.81,2019-06-15 10:00:00,6
85.63,246.16,2019-06-15 11:00:00,6
84.08,253.84,2019-06-15 12:00:00,6
83.42,255.21,2019-06-15 13:00:00,6
81.55,260.0,2019-06-15 14:00:00,6
81.09,266.87,2019-06-15 15:00:00,6
81.1,269.3,2019-06-15 16:00:00,6
80.71,270.18,2019-06-15 17:00:00,6
78.33,254.75,2019-06-15 18:00:00,6
69.25,181.55,2019-06-15 19:00:00,6
66.95,151.41,2019-06-15 20:00:00,6
66.54,144.96,2019-06-15 21:00:00,6
64.57,130.63,2019-06-15 22:00:00,6
59.65,120.56,2019-06-15 23:00:00,6
59.68,122.68,2019-06-22 00:00:00,6
59.28,115.92,2019-06-22 01:00:00,6
59.59,117.11,2019-06-22 02:00:00,6
58.67,114.26,2019-06-22 03:00:00,6
61.94,148.42,2019-06-22 04:00:00,6
73.28,247.64,2019-06-22 05:00:00,6
81.49,263.45,2019-06-22 06:00:00,6
91.11,250.49,2019-06-22 07:00:00,6
91.03,247.11,2019-06-22 08:00:00,6
89.56,247.78,2019-06-22 09:00:00,6
87.03,240.42,2019-06-22 10:00:00,6
87.21,240.46,2019-06-22 11:00:00,6
87.92,237.85,2019-06-22 12:00:00,6
90.04,246.76,2019-06-22 13:00:00,6
90.7,269.44,2019-06-22 14:00:00,6
85.96,262.68,2019-06-22 15:00:00,6
81.25,261.9,2019-06-22 16:00:00,6
80.69,260.56,2019-06-22 17:00:00,6
79.13,247.75,2019-06-22 18:00:00,6
70.14,178.66,2019-06-22 19:00:00,6
67.92,144.3,2019-06-22 20:00:00,6
68.87,151.65,2019-06-22 21:00:00,6
66.04,135.53,2019-06-22 22:00:00,6
62.33,127.29,2019-06-22 23:00:00,6
59.35,121.55,2019-06-29 00:00:00,6
58.76,114.75,2019-06-29 01:00:00,6
58.81,113.84,2019-06-29 02:00:00,6
58.62,116.2,2019-06-29 03:00:00,6
62.59,151.62,2019-06-29 04:00:00,6
78.05,268.77,2019-06-29 05:00:00,6
82.95,298.73,2019-06-29 06:00:00,6
83.37,259.33,2019-06-29 07:00:00,6
84.74,259.61,2019-06-29 08:00:00,6
85.56,267.22,2019-06-29 09:00:00,6
86.28,262.25,2019-06-29 10:00:00,6
86.2,265.77,2019-06-29 11:00:00,6
86.28,273.27,2019-06-29 12:00:00,6
84.34,275.53,2019-06-29 13:00:00,6
82.99,286.27,2019-06-29 14:00:00,6
83.12,287.96,2019-06-29 15:00:00,6
83.08,286.06,2019-06-29 16:00:00,6
82.43,304.51,2019-06-29 17:00:00,6
81.57,275.39,2019-06-29 18:00:00,6
71.97,185.88,2019-06-29 19:00:00,6
69.25,146.23,2019-06-29 20:00:00,6
69.43,151.55,2019-06-29 21:00:00,6
67.11,134.08,2019-06-29 22:00:00,6
61.85,121.3,2019-06-29 23:00:00,6
58.57,115.92,2019-07-06 00:00:00,6
58.78,114.08,2019-07-06 01:00:00,6
58.91,113.7,2019-07-06 02:00:00,6
59.23,114.33,2019-07-06 03:00:00,6
62.37,153.13,2019-07-06 04:00:00,6
73.81,259.01,2019-07-06 05:00:00,6
78.34,295.7,2019-07-06 06:00:00,6
84.77,274.05,2019-07-06 07:00:00,6
86.32,264.82,2019-07-06 08:00:00,6
85.88,265.81,2019-07-06 09:00:00,6
86.62,265.7,2019-07-06 10:00:00,6
86.11,265.28,2019-07-06 11:00:00,6
87.48,262.32,2019-07-06 12:00:00,6
86.38,267.82,2019-07-06 13:00:00,6
80.87,279.51,2019-07-06 14:00:00,6
80.43,278.35,2019-07-06 15:00:00,6
80.89,285.46,2019-07-06 16:00:00,6
80.74,287.78,2019-07-06 17:00:00,6
78.36,260.11,2019-07-06 18:00:00,6
68.84,174.82,2019-07-06 19:00:00,6
66.8,141.97,2019-07-06 20:00:00,6
66.27,138.66,2019-07-06 21:00:00,6
63.71,120.39,2019-07-06 22:00:00,6
59.28,113.49,2019-07-06 23:00:00,6
62.29,130.35,2019-07-13 00:00:00,6
61.75,124.68,2019-07-13 01:00:00,6
62.31,126.02,2019-07-13 02:00:00,6
61.98,127.57,2019-07-13 03:00:00,6
65.04,166.55,2019-07-13 04:00:00,6
77.56,283.49,2019-07-13 05:00:00,6
81.0,334.33,2019-07-13 06:00:00,6
86.5,326.83,2019-07-13 07:00:00,6
88.57,317.75,2019-07-13 08:00:00,6
87.89,315.77,2019-07-13 09:00:00,6
88.77,316.55,2019-07-13 10:00:00,6
89.16,309.01,2019-07-13 11:00:00,6
88.35,308.49,2019-07-13 12:00:00,6
88.34,315.07,2019-07-13 13:00:00,6
87.34,328.38,2019-07-13 14:00:00,6
87.05,335.04,2019-07-13 15:00:00,6
83.65,339.3,2019-07-13 16:00:00,6
84.43,346.37,2019-07-13 17:00:00,6
