avg,cen
29.678181818181827,29.41
28.207272727272734,29.41
28.875454545454556,32.35
30.747727272727275,35.29
30.88227272727273,35.29
31.684090909090916,35.29
34.09090909090909,35.29
29.945000000000007,35.29
27.539545454545454,26.47
22.994999999999994,23.53
21.792727272727273,17.65
20.32090909090909,17.65
24.86681818181818,17.65
19.91954545454545,17.65
22.861818181818172,17.65
21.39090909090909,17.65
19.920454545454536,20.59
22.861818181818176,20.59
21.525,20.59
20.32181818181818,20.59
25.535454545454538,23.53
25.668636363636367,23.53
26.737727272727273,26.47
26.202272727272735,23.53
