0,1,2,time,week
229.62,128.45,97.06,2019-02-12 00:00:00,2
229.85,108.66,91.18,2019-02-12 01:00:00,2
229.33,117.78,85.29,2019-02-12 02:00:00,2
234.6,239.26,82.35,2019-02-12 03:00:00,2
235.53,173.13,94.12,2019-02-12 04:00:00,2
232.97,165.92,100.0,2019-02-12 05:00:00,2
248.97,164.44,105.88,2019-02-12 06:00:00,2
285.85,168.35,111.76,2019-02-12 07:00:00,2
330.65,180.74,105.88,2019-02-12 08:00:00,2
347.02,202.99,94.12,2019-02-12 09:00:00,2
361.62,254.86,85.29,2019-02-12 10:00:00,2
366.82,244.82,76.47,2019-02-12 11:00:00,2
361.05,247.08,70.59,2019-02-12 12:00:00,2
358.28,322.39,58.82,2019-02-12 13:00:00,2
356.43,384.82,50.0,2019-02-12 14:00:00,2
351.65,426.2,44.12,2019-02-12 15:00:00,2
341.85,414.54,41.18,2019-02-12 16:00:00,2
335.0,401.55,44.12,2019-02-12 17:00:00,2
316.67,349.89,50.0,2019-02-12 18:00:00,2
295.48,283.77,52.94,2019-02-12 19:00:00,2
283.23,243.98,61.76,2019-02-12 20:00:00,2
264.48,232.46,64.71,2019-02-12 21:00:00,2
244.85,227.04,67.65,2019-02-12 22:00:00,2
232.48,211.51,64.71,2019-02-12 23:00:00,2
228.02,195.11,70.59,2019-02-13 00:00:00,3
225.7,166.06,73.53,2019-02-13 01:00:00,3
225.3,175.21,76.47,2019-02-13 02:00:00,3
229.73,178.24,76.47,2019-02-13 03:00:00,3
223.45,133.52,79.41,2019-02-13 04:00:00,3
225.47,125.67,85.29,2019-02-13 05:00:00,3
236.98,137.22,79.41,2019-02-13 06:00:00,3
278.1,200.04,82.35,2019-02-13 07:00:00,3
320.67,233.06,79.41,2019-02-13 08:00:00,3
338.53,198.31,73.53,2019-02-13 09:00:00,3
347.53,190.6,70.59,2019-02-13 10:00:00,3
362.47,244.75,64.71,2019-02-13 11:00:00,3
357.4,263.13,58.82,2019-02-13 12:00:00,3
348.58,273.27,55.88,2019-02-13 13:00:00,3
353.72,327.61,44.12,2019-02-13 14:00:00,3
336.93,352.15,41.18,2019-02-13 15:00:00,3
330.83,345.77,41.18,2019-02-13 16:00:00,3
311.05,301.76,44.12,2019-02-13 17:00:00,3
295.67,285.11,44.12,2019-02-13 18:00:00,3
272.87,250.42,50.0,2019-02-13 19:00:00,3
263.93,226.27,52.94,2019-02-13 20:00:00,3
250.65,228.66,52.94,2019-02-13 21:00:00,3
237.62,200.32,55.88,2019-02-13 22:00:00,3
224.4,178.13,58.82,2019-02-13 23:00:00,3
227.97,185.04,58.82,2019-02-14 00:00:00,4
225.65,166.3,61.76,2019-02-14 01:00:00,4
228.18,162.99,64.71,2019-02-14 02:00:00,4
231.35,170.92,61.76,2019-02-14 03:00:00,4
221.2,177.78,58.82,2019-02-14 04:00:00,4
219.77,176.51,61.76,2019-02-14 05:00:00,4
237.78,170.49,64.71,2019-02-14 06:00:00,4
272.48,169.68,73.53,2019-02-14 07:00:00,4
310.75,165.56,61.76,2019-02-14 08:00:00,4
329.13,224.89,55.88,2019-02-14 09:00:00,4
341.85,241.44,52.94,2019-02-14 10:00:00,4
347.77,257.25,47.06,2019-02-14 11:00:00,4
345.27,250.81,44.12,2019-02-14 12:00:00,4
351.52,242.36,41.18,2019-02-14 13:00:00,4
351.3,241.55,44.12,2019-02-14 14:00:00,4
345.65,274.44,41.18,2019-02-14 15:00:00,4
343.23,285.25,44.12,2019-02-14 16:00:00,4
322.23,296.58,47.06,2019-02-14 17:00:00,4
297.32,265.56,50.0,2019-02-14 18:00:00,4
263.57,270.04,55.88,2019-02-14 19:00:00,4
255.45,299.33,55.88,2019-02-14 20:00:00,4
246.12,311.55,61.76,2019-02-14 21:00:00,4
237.28,320.53,61.76,2019-02-14 22:00:00,4
224.22,300.67,64.71,2019-02-14 23:00:00,4
224.6,181.06,67.65,2019-11-21 00:00:00,4
235.3,181.23,70.59,2019-11-21 01:00:00,4
221.62,178.91,70.59,2019-11-21 02:00:00,4
218.15,170.7,73.53,2019-11-21 03:00:00,4
212.0,148.56,76.47,2019-11-21 04:00:00,4
