avg,cen
179.57312500000003,183.06
164.934375,172.89
165.55625,162.85
179.86437499999997,186.13
170.83937500000002,184.86
160.924375,171.83
156.81374999999997,163.1
164.85062499999998,157.15
176.903125,154.86
220.421875,181.83
223.97875000000002,180.46
253.205625,236.94
298.2975,306.55
315.14875,310.14
340.155625,321.13
341.84499999999997,301.3
331.693125,293.35
305.0793749999999,291.27
281.999375,273.91
265.29750000000007,252.11
251.490625,225.18
238.3975,205.77
227.04562499999997,206.2
208.23250000000002,195.39
