avg,cen
78.79666666666667,65.49
73.35944444444445,52.08
68.91666666666667,45.77
62.9411111111111,40.77
56.873888888888885,43.73
50.19277777777778,41.69
49.74722222222221,39.86
49.376111111111115,30.11
50.87555555555556,33.13
64.47722222222222,64.82
87.02888888888889,87.25
109.0277777777778,113.45
129.99055555555555,134.72
142.7927777777778,141.37
148.23222222222225,157.39
149.84055555555557,161.97
150.34444444444443,162.89
142.75222222222223,146.97
132.05833333333334,131.55
125.30277777777779,110.14
117.23333333333332,110.28
110.56277777777777,119.51
96.97722222222222,84.72
89.23,71.69
