,1
p,-19.7
k,6
db,0.5459404284803973
cp,3.762795560764983
sp,29.055705859637694
gyh_db,0.12886760563649313
gyh_cp,0.12298730707233801
gyh_sp,0.08975358829047202
zb,0.11761902665894908
exemplars,[ 5  7  8 19 22 24]
labels,"[24 22 24 24 24  5 24  7  8 24 19 24 24 24 24 24  7 24  7 19 24 19 22 24
 24 24 24 24 24 19 24 24 24 24 24  7]"
