,14
p,-31.6
k,3
db,0.3967496877051788
cp,4.215181944341343
sp,43.98828755649859
gyh_db,0.19716491375253184
gyh_cp,0.5070555074495161
gyh_sp,0.0
zb,0.22534633373864493
exemplars,[ 6  7 25]
labels,"[25 25 25 25 25 25  6  7 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25
 25 25 25 25 25 25 25 25 25 25 25]"
