,25
p,-36.6
k,2
db,1.6202857077525388
cp,14.539983778539545
sp,17.94743199791304
gyh_db,1.0
gyh_cp,1.0
gyh_sp,1.0
zb,1.0
exemplars,[0 2]
labels,[2 2 2 0 2 2]
