avg,cen
47.24312499999999,50.0
45.77312500000001,44.12
46.324374999999996,44.12
48.71375,47.06
49.63249999999999,44.12
47.97874999999999,44.12
49.08125000000001,44.12
49.44875,52.94
48.346250000000005,47.06
50.734375000000014,47.06
51.837500000000006,47.06
52.38875,47.06
51.653125,47.06
51.10250000000001,50.0
50.18375,50.0
50.734375,50.0
48.713125000000005,44.12
49.816250000000004,47.06
49.448125000000005,50.0
45.77250000000001,44.12
46.691874999999996,44.12
47.426874999999995,44.12
47.794375,52.94
46.50812499999999,55.88
