p,k,db,cp,sp,gyh_db,gyh_cp,gyh_sp,zb,exemplars,labels
-0.0,4,0.0,0.0,27.22110195278887,0.0,0.0,0.0,0.0,[0 1 2 3],[0 1 2 3 1]
-1.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-2.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-3.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-4.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-5.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-6.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-7.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-8.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-9.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-10.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-11.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-12.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-13.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-14.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-15.0,5,0.0,0.0,25.610257079157996,0.0,0.0,1.0,0.25,[0 1 2 3 4],[0 4 2 3 1]
-16.0,5,1.0098754752604953,3.0504267194229278,25.610257079157996,1.0,1.0,1.0,1.0,[0 1 2 3 4],[3 4 2 0 1]
-17.0,5,1.0098754752604953,3.0504267194229278,25.610257079157996,1.0,1.0,1.0,1.0,[0 1 2 3 4],[3 4 2 0 1]
-18.0,5,1.0098754752604953,3.0504267194229278,25.610257079157996,1.0,1.0,1.0,1.0,[0 1 2 3 4],[3 4 2 0 1]
-19.0,5,1.0098754752604953,3.0504267194229278,25.610257079157996,1.0,1.0,1.0,1.0,[0 1 2 3 4],[3 4 2 0 1]
