p,k,db,cp,sp,exemplars,labels
-20.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-21.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-22.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-23.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-24.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-25.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-26.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-27.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-28.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-29.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-30.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-31.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-32.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-33.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-34.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-35.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-36.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-37.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-38.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-39.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
-40.2,6,0.0,0.0,29.15945448679369,[0 1 2 3 4 5],[0 1 2 3 4 5]
