,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
1,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
2,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
3,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
4,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
5,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
6,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,47.771006022279565,45.0615356883765,76.13134705463337
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,47.771006022279565,45.0615356883765,76.13134705463337
10,47.771006022279565,47.771006022279565,47.771006022279565,47.771006022279565,47.771006022279565,47.771006022279565,47.771006022279565,47.771006022279565,47.771006022279565,47.771006022279565,-0.0,2.1454595313693963,9.763311961966322
11,45.0615356883765,45.0615356883765,45.0615356883765,45.0615356883765,45.0615356883765,45.0615356883765,45.0615356883765,45.0615356883765,45.0615356883765,45.0615356883765,2.1454595313693963,-0.0,11.753015328735716
12,76.13134705463337,76.13134705463337,76.13134705463337,76.13134705463337,76.13134705463337,76.13134705463337,76.13134705463337,76.13134705463337,76.13134705463337,76.13134705463337,9.763311961966322,11.753015328735716,-0.0
