,18
p,-20.1
k,3
db,0.19841315269943038
cp,1.573962638661315
sp,22.296476611110805
gyh_db,0.7571388849753138
gyh_cp,0.48996104739857793
gyh_sp,0.26336598492014757
zb,0.5669012005673383
exemplars,[0 1 8]
labels,[0 1 8 8 8 8 8 8 8 8 8 8]
