0,time,week
76.58,2019-06-04 00:00:00,2
76.1,2019-06-04 01:00:00,2
74.53,2019-06-04 02:00:00,2
73.02,2019-06-04 03:00:00,2
72.93,2019-06-04 04:00:00,2
156.21,2019-06-04 05:00:00,2
149.87,2019-06-04 06:00:00,2
157.25,2019-06-04 07:00:00,2
159.13,2019-06-04 08:00:00,2
162.68,2019-06-04 09:00:00,2
165.71,2019-06-04 10:00:00,2
167.03,2019-06-04 11:00:00,2
171.65,2019-06-04 12:00:00,2
177.59,2019-06-04 13:00:00,2
176.62,2019-06-04 14:00:00,2
178.4,2019-06-04 15:00:00,2
178.54,2019-06-04 16:00:00,2
184.73,2019-06-04 17:00:00,2
182.36,2019-06-04 18:00:00,2
177.4,2019-06-04 19:00:00,2
168.39,2019-06-04 20:00:00,2
157.37,2019-06-04 21:00:00,2
150.45,2019-06-04 22:00:00,2
85.65,2019-06-04 23:00:00,2
76.97,2019-06-05 00:00:00,3
76.23,2019-06-05 01:00:00,3
76.86,2019-06-05 02:00:00,3
75.27,2019-06-05 03:00:00,3
72.08,2019-06-05 04:00:00,3
152.54,2019-06-05 05:00:00,3
147.04,2019-06-05 06:00:00,3
153.26,2019-06-05 07:00:00,3
161.92,2019-06-05 08:00:00,3
170.31,2019-06-05 09:00:00,3
166.69,2019-06-05 10:00:00,3
170.12,2019-06-05 11:00:00,3
174.38,2019-06-05 12:00:00,3
176.88,2019-06-05 13:00:00,3
179.12,2019-06-05 14:00:00,3
188.27,2019-06-05 15:00:00,3
186.71,2019-06-05 16:00:00,3
191.95,2019-06-05 17:00:00,3
189.21,2019-06-05 18:00:00,3
182.95,2019-06-05 19:00:00,3
173.31,2019-06-05 20:00:00,3
167.82,2019-06-05 21:00:00,3
161.71,2019-06-05 22:00:00,3
86.62,2019-06-05 23:00:00,3
78.28,2019-06-06 00:00:00,4
78.14,2019-06-06 01:00:00,4
76.76,2019-06-06 02:00:00,4
75.67,2019-06-06 03:00:00,4
75.32,2019-06-06 04:00:00,4
165.76,2019-06-06 05:00:00,4
161.49,2019-06-06 06:00:00,4
165.71,2019-06-06 07:00:00,4
169.92,2019-06-06 08:00:00,4
178.92,2019-06-06 09:00:00,4
181.6,2019-06-06 10:00:00,4
176.43,2019-06-06 11:00:00,4
179.61,2019-06-06 12:00:00,4
188.69,2019-06-06 13:00:00,4
190.64,2019-06-06 14:00:00,4
191.15,2019-06-06 15:00:00,4
197.07,2019-06-06 16:00:00,4
196.47,2019-06-06 17:00:00,4
195.59,2019-06-06 18:00:00,4
188.08,2019-06-06 19:00:00,4
178.33,2019-06-06 20:00:00,4
164.12,2019-06-06 21:00:00,4
159.31,2019-06-06 22:00:00,4
84.64,2019-06-06 23:00:00,4
77.18,2019-06-07 00:00:00,5
78.39,2019-06-07 01:00:00,5
77.01,2019-06-07 02:00:00,5
74.56,2019-06-07 03:00:00,5
74.55,2019-06-07 04:00:00,5
166.01,2019-06-07 05:00:00,5
161.93,2019-06-07 06:00:00,5
166.82,2019-06-07 07:00:00,5
169.12,2019-06-07 08:00:00,5
171.28,2019-06-07 09:00:00,5
173.56,2019-06-07 10:00:00,5
177.19,2019-06-07 11:00:00,5
181.57,2019-06-07 12:00:00,5
184.31,2019-06-07 13:00:00,5
190.15,2019-06-07 14:00:00,5
192.14,2019-06-07 15:00:00,5
193.37,2019-06-07 16:00:00,5
196.28,2019-06-07 17:00:00,5
196.23,2019-06-07 18:00:00,5
181.85,2019-06-07 19:00:00,5
170.42,2019-06-07 20:00:00,5
162.52,2019-06-07 21:00:00,5
154.17,2019-06-07 22:00:00,5
85.33,2019-06-07 23:00:00,5
77.71,2019-06-10 00:00:00,1
76.56,2019-06-10 01:00:00,1
77.13,2019-06-10 02:00:00,1
75.94,2019-06-10 03:00:00,1
73.71,2019-06-10 04:00:00,1
164.76,2019-06-10 05:00:00,1
165.41,2019-06-10 06:00:00,1
166.54,2019-06-10 07:00:00,1
171.03,2019-06-10 08:00:00,1
177.36,2019-06-10 09:00:00,1
187.89,2019-06-10 10:00:00,1
190.9,2019-06-10 11:00:00,1
