avg,cen
257.3812903225807,257.63
254.65322580645156,257.96
251.81741935483865,255.11
249.6477419354839,250.95
249.38419354838712,250.69
250.86580645161294,256.41
270.5535483870967,271.96
273.14677419354837,272.84
269.49838709677414,270.98
268.88903225806456,270.83
270.7174193548387,271.59
272.97612903225814,270.98
278.4687096774193,274.92
281.8603225806452,276.97
282.57483870967735,277.8
282.6567741935484,281.5
281.2248387096774,277.0
285.5422580645161,287.0
286.86612903225813,290.52
284.8080645161291,294.29
282.75419354838715,293.2
278.84225806451616,287.73
274.58774193548385,283.0
266.6145161290322,273.14
