,27
p,-59.6
k,2
db,0.7979986139509736
cp,12.36314347766872
sp,30.985375817778728
gyh_db,0.6103032983254895
gyh_cp,1.0
gyh_sp,1.0
zb,0.8051516491627447
exemplars,[1 2]
labels,[2 1 2 1]
