0,1,time,week
256.55,396.44,2019-05-31 00:00:00,5
257.59,385.39,2019-05-31 01:00:00,5
251.33,374.51,2019-05-31 02:00:00,5
249.37,359.82,2019-05-31 03:00:00,5
245.47,352.11,2019-05-31 04:00:00,5
246.81,352.11,2019-05-31 05:00:00,5
266.98,411.8,2019-05-31 06:00:00,5
282.36,458.63,2019-05-31 07:00:00,5
298.78,461.27,2019-05-31 08:00:00,5
315.46,509.37,2019-05-31 09:00:00,5
333.57,542.92,2019-05-31 10:00:00,5
338.72,583.59,2019-05-31 11:00:00,5
325.2,602.85,2019-05-31 12:00:00,5
326.44,597.39,2019-05-31 13:00:00,5
330.85,624.19,2019-05-31 14:00:00,5
349.76,664.68,2019-05-31 15:00:00,5
346.34,662.99,2019-05-31 16:00:00,5
333.38,672.96,2019-05-31 17:00:00,5
304.82,635.11,2019-05-31 18:00:00,5
297.88,606.37,2019-05-31 19:00:00,5
287.57,556.48,2019-05-31 20:00:00,5
279.61,514.4,2019-05-31 21:00:00,5
275.47,480.67,2019-05-31 22:00:00,5
264.56,437.25,2019-05-31 23:00:00,5
260.05,397.71,2019-06-03 00:00:00,1
259.76,402.68,2019-06-03 01:00:00,1
255.72,393.66,2019-06-03 02:00:00,1
247.37,384.47,2019-06-03 03:00:00,1
248.79,375.35,2019-06-03 04:00:00,1
244.8,369.15,2019-06-03 05:00:00,1
272.5,423.98,2019-06-03 06:00:00,1
288.61,479.82,2019-06-03 07:00:00,1
307.93,502.36,2019-06-03 08:00:00,1
318.88,585.88,2019-06-03 09:00:00,1
322.65,602.78,2019-06-03 10:00:00,1
325.75,630.74,2019-06-03 11:00:00,1
324.72,644.82,2019-06-03 12:00:00,1
332.97,650.0,2019-06-03 13:00:00,1
352.67,676.09,2019-06-03 14:00:00,1
360.18,700.07,2019-06-03 15:00:00,1
354.03,727.61,2019-06-03 16:00:00,1
345.84,721.87,2019-06-03 17:00:00,1
337.59,680.49,2019-06-03 18:00:00,1
330.99,642.61,2019-06-03 19:00:00,1
319.35,589.26,2019-06-03 20:00:00,1
289.01,545.42,2019-06-03 21:00:00,1
281.83,483.98,2019-06-03 22:00:00,1
273.51,450.28,2019-06-03 23:00:00,1
262.2,415.53,2019-06-04 00:00:00,2
260.52,393.66,2019-06-04 01:00:00,2
258.72,391.09,2019-06-04 02:00:00,2
253.06,374.68,2019-06-04 03:00:00,2
253.22,363.2,2019-06-04 04:00:00,2
252.77,355.88,2019-06-04 05:00:00,2
271.86,449.19,2019-06-04 06:00:00,2
286.02,482.75,2019-06-04 07:00:00,2
310.08,501.23,2019-06-04 08:00:00,2
315.39,554.93,2019-06-04 09:00:00,2
330.14,605.18,2019-06-04 10:00:00,2
329.6,629.12,2019-06-04 11:00:00,2
