,0,1,2,3,4,5,6,7,8,9,10
0,-0.0,10.423888436642097,21.47980579863934,25.036968783873245,35.89976651637284,23.72390980552521,20.871264192802414,18.196432237235783,19.71973469170859,25.243557699311964,28.721804588468665
1,10.423888436642097,-0.0,16.4390689646996,13.864453737734232,25.46397325428082,17.71541519798037,22.995264133411013,6.950948259291134,25.347286143959195,29.83320010556692,21.19139919613898
2,21.47980579863934,16.4390689646996,-0.0,16.54161086405242,25.424463318735434,25.170826169170315,17.943417153143656,15.260355847788718,19.748273402422996,22.80244591869716,25.32029212512546
3,25.036968783873245,13.864453737734232,16.54161086405242,-0.0,15.931136120446666,27.147113596911105,8.320120326779625,5.507223967011281,21.13883762580993,13.370944184608588,11.083724561604765
4,35.89976651637284,25.46397325428082,25.424463318735434,15.931136120446666,-0.0,49.82754788488635,25.42816777383701,18.03050559198868,37.727826455536615,29.440062369162632,25.380234862769782
5,23.72390980552521,17.71541519798037,25.170826169170315,27.147113596911105,49.82754788488635,-0.0,16.327115720624594,15.693922335393538,15.930044908303065,31.314499942405053,27.161773711405203
6,20.871264192802414,22.995264133411013,17.943417153143656,8.320120326779625,25.42816777383701,16.327115720624594,-0.0,14.562053447986726,10.508878985113636,11.180657362393836,13.837165179384055
7,18.196432237235783,6.950948259291134,15.260355847788718,5.507223967011281,18.03050559198868,15.693922335393538,14.562053447986726,-0.0,20.069428354492285,19.233050623620926,13.138428566523547
8,19.71973469170859,25.347286143959195,19.748273402422996,21.13883762580993,37.727826455536615,15.930044908303065,10.508878985113636,20.069428354492285,-0.0,12.8893774962137,28.00169447720944
9,25.243557699311964,29.83320010556692,22.80244591869716,13.370944184608588,29.440062369162632,31.314499942405053,11.180657362393836,19.233050623620926,12.8893774962137,-0.0,15.725851317475664
10,28.721804588468665,21.19139919613898,25.32029212512546,11.083724561604765,25.380234862769782,27.161773711405203,13.837165179384055,13.138428566523547,28.00169447720944,15.725851317475664,-0.0
