0,1,2,time,week
43.71,68.63,20.59,2019-06-03 00:00:00,1
43.28,76.06,23.53,2019-06-03 01:00:00,1
42.25,67.43,23.53,2019-06-03 02:00:00,1
41.11,39.54,23.53,2019-06-03 03:00:00,1
42.27,25.18,23.53,2019-06-03 04:00:00,1
45.3,33.77,23.53,2019-06-03 05:00:00,1
50.87,53.66,20.59,2019-06-03 06:00:00,1
61.72,68.98,17.65,2019-06-03 07:00:00,1
97.59,107.71,23.53,2019-06-03 08:00:00,1
116.36,126.3,29.41,2019-06-03 09:00:00,1
107.71,148.8,29.41,2019-06-03 10:00:00,1
68.15,160.74,29.41,2019-06-03 11:00:00,1
74.07,179.37,23.53,2019-06-03 12:00:00,1
89.85,179.47,29.41,2019-06-03 13:00:00,1
76.3,187.96,23.53,2019-06-03 14:00:00,1
71.09,181.16,20.59,2019-06-03 15:00:00,1
79.43,182.18,23.53,2019-06-03 16:00:00,1
78.44,187.36,20.59,2019-06-03 17:00:00,1
97.81,191.34,26.47,2019-06-03 18:00:00,1
47.23,181.09,20.59,2019-06-03 19:00:00,1
49.66,142.68,20.59,2019-06-03 20:00:00,1
48.41,141.34,20.59,2019-06-03 21:00:00,1
46.54,126.51,17.65,2019-06-03 22:00:00,1
46.09,109.72,17.65,2019-06-03 23:00:00,1
46.78,104.68,17.65,2019-06-04 00:00:00,2
46.94,92.61,17.65,2019-06-04 01:00:00,2
46.51,71.94,17.65,2019-06-04 02:00:00,2
44.82,62.85,20.59,2019-06-04 03:00:00,2
45.91,52.99,20.59,2019-06-04 04:00:00,2
48.83,44.72,23.53,2019-06-04 05:00:00,2
52.19,55.35,20.59,2019-06-04 06:00:00,2
59.98,74.05,20.59,2019-06-04 07:00:00,2
74.3,100.63,20.59,2019-06-04 08:00:00,2
108.53,109.61,23.53,2019-06-04 09:00:00,2
101.0,145.7,26.47,2019-06-04 10:00:00,2
58.76,170.88,20.59,2019-06-04 11:00:00,2
84.22,171.44,20.59,2019-06-04 12:00:00,2
94.76,180.07,23.53,2019-06-04 13:00:00,2
75.23,187.22,17.65,2019-06-04 14:00:00,2
61.1,202.54,17.65,2019-06-04 15:00:00,2
80.41,186.06,17.65,2019-06-04 16:00:00,2
85.21,191.3,20.59,2019-06-04 17:00:00,2
96.68,185.95,26.47,2019-06-04 18:00:00,2
47.88,174.86,17.65,2019-06-04 19:00:00,2
46.05,153.91,17.65,2019-06-04 20:00:00,2
44.78,146.76,20.59,2019-06-04 21:00:00,2
