,0,1,2,3,4,5,6,7,8,9,10
0,-0.0,13.914057621428812,13.234575756690367,23.486277433461638,12.670566945189941,23.403230913276083,33.47034210201527,54.044352678001786,26.64526798336021,17.190650240253053,12.633551684174948
1,13.914057621428812,-0.0,16.337374420932566,21.6954364336105,13.042147671638196,15.537785154594998,26.15119542116122,46.04616982253186,18.720768038160276,20.256769479697617,17.855250134770145
2,13.234575756690367,16.337374420932566,-0.0,8.425776243816097,15.842586576515961,13.932037525371216,24.518086606503232,39.61571447823891,13.752044998929438,25.778396152827078,18.81038340640243
3,23.486277433461638,21.6954364336105,8.425776243816097,-0.0,15.864140158403309,13.926200416334709,27.25260221727646,35.53985983936224,11.877143695945785,29.91267240538355,20.904796788735663
4,12.670566945189941,13.042147671638196,15.842586576515961,15.864140158403309,-0.0,9.783734338540347,24.23271500824741,36.22050762656581,12.05278940629575,12.319386250591734,11.87705628272447
5,23.403230913276083,15.537785154594998,13.932037525371216,13.926200416334709,9.783734338540347,-0.0,25.03914375879704,40.58128747828868,12.354981802467785,18.844255739433333,22.574823234373824
6,33.47034210201527,26.15119542116122,24.518086606503232,27.25260221727646,24.23271500824741,25.03914375879704,-0.0,27.252942132699093,15.200822858949627,18.265832552342445,38.451959430493574
7,54.044352678001786,46.04616982253186,39.61571447823891,35.53985983936224,36.22050762656581,40.58128747828868,27.252942132699093,-0.0,18.469785182512016,29.7949550043783,40.3069550446017
8,26.64526798336021,18.720768038160276,13.752044998929438,11.877143695945785,12.05278940629575,12.354981802467785,15.200822858949627,18.469785182512016,-0.0,22.027967664956673,25.716901871052723
9,17.190650240253053,20.256769479697617,25.778396152827078,29.91267240538355,12.319386250591734,18.844255739433333,18.265832552342445,29.7949550043783,22.027967664956673,-0.0,13.117504247425739
10,12.633551684174948,17.855250134770145,18.81038340640243,20.904796788735663,11.87705628272447,22.574823234373824,38.451959430493574,40.3069550446017,25.716901871052723,13.117504247425739,-0.0
