,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.0,3.827334261206482,3.014685885703068,0.8769897918100211,8.178280273873627,8.844070431709435,4.090076858660649,1.3194770636127886,3.5389241372408216,5.274721884355073,4.85939661616386,3.8401687632355115,5.800174466755314,4.7524704065573395,3.874834201510781,4.36780014266866,5.606601931034448,7.25016298684525,46.37508912812842,4.788852486989492
1,3.827334261206482,-0.0,3.2871853572564462,4.285536044740295,8.953562072705516,9.306511781279164,3.332616400382815,3.349230034118965,4.664117697381673,6.217289994590258,6.442477093820214,4.188612929414304,6.185469418509188,3.879265342116868,5.339258715025409,4.329012816132731,6.857250142463533,7.4971869439197585,33.73477813640256,5.829381272435832
2,3.014685885703068,3.2871853572564462,-0.0,3.242171045726238,5.462999780693068,5.5126593763260665,3.5438658175093423,2.3978000760111295,4.140861744261592,3.041011020650682,3.3996609362976966,2.363158645131203,4.19423246363624,3.106020677170342,3.218607141823867,4.363166577036184,4.395499433867165,5.146511967322117,36.50756501988861,3.8163054149099014
3,0.8769897918100211,4.285536044740295,3.242171045726238,-0.0,7.566546560012227,9.342830520801286,3.805550788783912,1.3880530286336086,3.4976383666461186,5.228613052907638,5.079177142746948,3.8576259242451827,5.886205362187742,4.835581349959916,4.179778047320651,3.9722453945117517,6.006196921847681,7.578651954604041,39.48857896211233,4.278788415804981
4,8.178280273873627,8.953562072705516,5.462999780693068,7.566546560012227,-0.0,2.921592204806138,8.265117935637365,6.789673700682153,7.1557214073885405,2.9710275616766966,5.368543686356419,2.965826327156629,1.954369950909649,5.552556736693494,4.927491734243645,8.193725477176612,4.789598692251801,2.536995930940444,42.41570658723402,5.867395368788875
5,8.844070431709435,9.306511781279164,5.5126593763260665,9.342830520801286,2.921592204806138,-0.0,7.879961860541778,7.767774844039624,8.460842413211882,3.924600791552458,8.103505006796304,4.066029374100825,2.616476006060666,7.6822062714221815,4.009121493813862,7.340843410288137,5.201830697498659,2.995225199858731,51.8317650404021,5.550399265495636
6,4.090076858660649,3.332616400382815,3.5438658175093423,3.805550788783912,8.265117935637365,7.879961860541778,-0.0,2.4572627644162597,2.621698103952766,6.545837538739834,5.2472608718877725,5.714764444385926,5.754833262179296,2.43509825124734,5.0747659348439225,2.1110286528137534,3.7980573346634974,6.078177021551052,44.6282848529032,2.769075299486503
7,1.3194770636127886,3.349230034118965,2.3978000760111295,1.3880530286336086,6.789673700682153,7.767774844039624,2.4572627644162597,-0.0,2.9137637411214197,4.928010854177277,4.345572995997213,3.704615300792259,4.636355106454968,3.9754497623398852,4.036903778829806,3.637361737700757,5.327627466477628,7.65668933080561,42.22321906739119,3.8200768598736063
8,3.5389241372408216,4.664117697381673,4.140861744261592,3.4976383666461186,7.1557214073885405,8.460842413211882,2.621698103952766,2.9137637411214197,-0.0,7.52982569320002,6.570335776648082,4.4753940819719515,5.2654848095307,2.5548015476790935,4.637069804498548,3.1574540715878605,5.330961188183318,6.6318236135167,36.899229057345025,3.2719074304556552
9,5.274721884355073,6.217289994590258,3.041011020650682,5.228613052907638,2.9710275616766966,3.924600791552458,6.545837538739834,4.928010854177277,7.52982569320002,-0.0,4.322134367418202,1.5522246907817203,2.049840763788538,5.036427952957611,1.6251880930081932,5.230514920716912,2.8056843403989027,3.082040511550202,46.51041274887654,4.006873862847477
10,4.85939661616386,6.442477093820214,3.3996609362976966,5.079177142746948,5.368543686356419,8.103505006796304,5.2472608718877725,4.345572995997213,6.570335776648082,4.322134367418202,-0.0,3.6022385683842093,4.020025666448417,4.723256367221577,4.367937545397858,5.327701173130433,4.841698922306412,7.648235248720199,29.759435932374718,5.241231002416611
