avg,cen
228.74907407407397,238.13
228.45722222222224,236.68
229.4635185185186,239.01
229.8046296296296,239.61
229.6342592592593,239.23
229.6692592592592,236.32
230.65074074074073,238.72
232.68351851851853,239.3
235.4685185185185,246.54
239.73888888888882,247.05
241.13333333333333,238.17
240.38796296296297,235.08
243.20962962962966,241.94
245.80111111111106,247.74
245.45759259259262,247.72
244.00740740740744,251.12
243.487962962963,246.03
238.68444444444447,238.97
233.50407407407403,234.83
231.61907407407404,233.89
231.92425925925932,232.91
231.635925925926,232.89
230.69870370370373,235.49
229.4853703703704,233.67
