avg,cen
68.33,67.35
69.45166666666667,68.04
72.72333333333334,70.74
74.225,73.2
75.12333333333333,74.36
76.90999999999998,77.53
77.59333333333332,76.12
85.40000000000002,84.51
73.40833333333333,73.1
62.56333333333333,67.21
57.37166666666667,54.68
52.495000000000005,45.89
51.809999999999995,46.76
53.56166666666667,47.68
48.355,47.5
46.5,45.4
44.06333333333333,41.19
45.375,43.98
46.81333333333333,42.85
50.21666666666667,44.63
52.578333333333326,54.39
57.00333333333333,56.71
61.528333333333336,64.46
60.916666666666664,67.7
