0,1,time,week
66.54,32.78,2019-01-05 00:00:00,6
68.21,33.66,2019-01-05 01:00:00,6
61.18,32.64,2019-01-05 02:00:00,6
65.29,34.33,2019-01-05 03:00:00,6
62.95,34.33,2019-01-05 04:00:00,6
70.78,44.96,2019-01-05 05:00:00,6
71.13,45.14,2019-01-05 06:00:00,6
71.12,45.7,2019-01-05 07:00:00,6
69.97,46.83,2019-01-05 08:00:00,6
90.68,51.02,2019-01-05 09:00:00,6
92.96,51.23,2019-01-05 10:00:00,6
92.4,51.76,2019-01-05 11:00:00,6
93.16,98.63,2019-01-05 12:00:00,6
92.17,97.68,2019-01-05 13:00:00,6
92.33,84.58,2019-01-05 14:00:00,6
92.58,78.2,2019-01-05 15:00:00,6
92.06,80.39,2019-01-05 16:00:00,6
99.57,76.51,2019-01-05 17:00:00,6
101.6,113.31,2019-01-05 18:00:00,6
90.03,88.7,2019-01-05 19:00:00,6
89.87,76.55,2019-01-05 20:00:00,6
75.64,64.68,2019-01-05 21:00:00,6
70.95,50.6,2019-01-05 22:00:00,6
61.48,44.65,2019-01-05 23:00:00,6
62.41,41.13,2019-01-12 00:00:00,6
63.75,39.08,2019-01-12 01:00:00,6
57.01,37.92,2019-01-12 02:00:00,6
60.44,38.31,2019-01-12 03:00:00,6
58.16,37.43,2019-01-12 04:00:00,6
70.6,19.86,2019-01-12 05:00:00,6
72.46,30.32,2019-01-12 06:00:00,6
72.43,30.56,2019-01-12 07:00:00,6
65.39,30.42,2019-01-12 08:00:00,6
80.66,35.14,2019-01-12 09:00:00,6
84.31,59.08,2019-01-12 10:00:00,6
84.84,45.63,2019-01-12 11:00:00,6
87.71,56.8,2019-01-12 12:00:00,6
87.31,78.87,2019-01-12 13:00:00,6
86.78,96.3,2019-01-12 14:00:00,6
91.1,98.13,2019-01-12 15:00:00,6
91.49,95.88,2019-01-12 16:00:00,6
162.81,86.2,2019-01-12 17:00:00,6
205.08,77.01,2019-01-12 18:00:00,6
174.1,70.25,2019-01-12 19:00:00,6
131.94,64.51,2019-01-12 20:00:00,6
95.67,54.82,2019-01-12 21:00:00,6
83.41,42.92,2019-01-12 22:00:00,6
73.66,60.04,2019-01-12 23:00:00,6
63.36,43.66,2019-01-19 00:00:00,6
63.8,42.08,2019-01-19 01:00:00,6
57.64,41.44,2019-01-19 02:00:00,6
60.79,34.19,2019-01-19 03:00:00,6
58.06,20.28,2019-01-19 04:00:00,6
71.28,27.04,2019-01-19 05:00:00,6
71.57,30.35,2019-01-19 06:00:00,6
71.85,29.75,2019-01-19 07:00:00,6
64.04,32.99,2019-01-19 08:00:00,6
87.68,54.4,2019-01-19 09:00:00,6
92.15,48.42,2019-01-19 10:00:00,6
91.18,67.18,2019-01-19 11:00:00,6
92.06,84.3,2019-01-19 12:00:00,6
90.87,91.55,2019-01-19 13:00:00,6
90.78,102.25,2019-01-19 14:00:00,6
90.36,110.39,2019-01-19 15:00:00,6
92.85,117.01,2019-01-19 16:00:00,6
123.24,108.52,2019-01-19 17:00:00,6
175.05,88.8,2019-01-19 18:00:00,6
