,51
p,-51.0
k,4
db,0.0
cp,4.0490444049279075
sp,0.0
gyh_db,0.0
gyh_cp,0.4527620905470046
gyh_sp,1.0
zb,0.36319052263675117
exemplars,[2 3 4 5]
labels,[2 2 2 3 4 5 2 2 2 2 2 2 2 2 2 2]
