,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,-0.0,9.758228021532632,4.297729807914611,13.266944203293903,6.188387480026267,17.170423999927415,7.865538318967994,20.5980163118872,20.81209077397093,4.160269332089143,19.59023501879508,7.16104028131427,7.380401047128255,12.735841673555345,13.30028468968057,12.12933597656477
1,9.758228021532632,-0.0,13.81544160578703,3.901583767923225,7.216632721086222,26.38922316807839,8.263545732824136,29.219317871406083,34.41272253292619,9.971599359290401,24.546883208308596,4.807475283256931,11.050133761469855,25.485636277883323,19.772421200623644,8.957133834402356
2,4.297729807914611,13.81544160578703,-0.0,16.121843695135837,7.0369323994163855,20.31937133745753,9.324430742689394,22.893044968196286,30.407767578666935,5.813002174081492,21.646437996423295,10.751764236080417,14.874525011228615,13.901579339544904,12.585923347355036,15.872889011800664
3,13.266944203293903,3.901583767923225,16.121843695135837,-0.0,9.9967860192952,29.80016943577593,13.943654435416432,33.82973861865985,37.6881770650413,15.042191370599097,28.088479545101393,7.751714176785804,15.04875807303327,25.48933344002051,20.15527670775993,13.673151280769067
4,6.188387480026267,7.216632721086222,7.0369323994163855,9.9967860192952,-0.0,17.351734774931934,5.0305225269939156,21.751008816210344,26.828833417538025,5.00108915186776,14.976524487938773,4.332386400332416,7.274561156380066,13.66666520514658,9.931944624489248,5.4138004203986245
5,17.170423999927415,26.38922316807839,20.31937133745753,29.80016943577593,17.351734774931934,-0.0,23.854979427797172,5.523138348137582,12.103283614731964,20.480116219809467,7.659090241461201,23.54113422454516,16.54983422299665,12.04685988573099,24.603333897273604,21.17664038849598
6,7.865538318967994,8.263545732824136,9.324430742689394,13.943654435416432,5.0305225269939156,23.854979427797172,-0.0,23.132281821508013,33.04604891299312,4.64568444154203,23.311056612036516,6.159715109412028,8.725247974565129,17.803816229404262,24.89987773035414,7.909903935979797
7,20.5980163118872,29.219317871406083,22.893044968196286,33.82973861865985,21.751008816210344,5.523138348137582,23.132281821508013,-0.0,10.97182194051879,20.19393727962315,12.52267759465722,26.671577121092316,19.94469790106272,13.981789000951293,22.31039441125635,26.367179070718905
8,20.81209077397093,34.41272253292619,30.407767578666935,37.6881770650413,26.828833417538025,12.103283614731964,33.04604891299312,10.97182194051879,-0.0,27.253231019985126,13.960475454989963,24.24622074717711,19.316703006379466,28.33653272370754,32.933877366761614,33.85035660657891
9,4.160269332089143,9.971599359290401,5.813002174081492,15.042191370599097,5.00108915186776,20.480116219809467,4.64568444154203,20.19393727962315,27.253231019985126,-0.0,26.31629042607915,6.467747028448791,8.759504926316922,14.987302750579094,12.634864344669388,11.48387199225608
10,19.59023501879508,24.546883208308596,21.646437996423295,28.088479545101393,14.976524487938773,7.659090241461201,23.311056612036516,12.52267759465722,13.960475454989963,26.31629042607915,-0.0,19.38171177040538,12.470810836856595,15.50638713878148,23.80761131948044,23.292214706714923
11,7.16104028131427,4.807475283256931,10.751764236080417,7.751714176785804,4.332386400332416,23.54113422454516,6.159715109412028,26.671577121092316,24.24622074717711,6.467747028448791,19.38171177040538,-0.0,8.575857736313287,20.980560108667472,12.873520633044297,7.292932529645557
12,7.380401047128255,11.050133761469855,14.874525011228615,15.04875807303327,7.274561156380066,16.54983422299665,8.725247974565129,19.94469790106272,19.316703006379466,8.759504926316922,12.470810836856595,8.575857736313287,-0.0,20.021136188088644,14.014687379309441,9.98259728447017
13,12.735841673555345,25.485636277883323,13.901579339544904,25.48933344002051,13.66666520514658,12.04685988573099,17.803816229404262,13.981789000951293,28.33653272370754,14.987302750579094,15.50638713878148,20.980560108667472,20.021136188088644,-0.0,17.509647609260362,20.728819016191075
14,13.30028468968057,19.772421200623644,12.585923347355036,20.15527670775993,9.931944624489248,24.603333897273604,24.89987773035414,22.31039441125635,32.933877366761614,12.634864344669388,23.80761131948044,12.873520633044297,14.014687379309441,17.509647609260362,-0.0,16.982451723493778
15,12.12933597656477,8.957133834402356,15.872889011800664,13.673151280769067,5.4138004203986245,21.17664038849598,7.909903935979797,26.367179070718905,33.85035660657891,11.48387199225608,23.292214706714923,7.292932529645557,9.98259728447017,20.728819016191075,16.982451723493778,-0.0
