0,1,2,time,week
226.45,176.3,61.76,2019-02-06 00:00:00,3
229.23,170.67,67.65,2019-02-06 01:00:00,3
224.42,140.7,67.65,2019-02-06 02:00:00,3
227.53,169.26,70.59,2019-02-06 03:00:00,3
221.72,144.79,88.24,2019-02-06 04:00:00,3
228.63,181.51,82.35,2019-02-06 05:00:00,3
240.78,164.12,85.29,2019-02-06 06:00:00,3
275.58,154.01,100.0,2019-02-06 07:00:00,3
320.6,208.52,97.06,2019-02-06 08:00:00,3
337.63,245.56,94.12,2019-02-06 09:00:00,3
346.65,241.62,85.29,2019-02-06 10:00:00,3
358.83,248.1,79.41,2019-02-06 11:00:00,3
357.88,210.04,79.41,2019-02-06 12:00:00,3
347.7,206.65,67.65,2019-02-06 13:00:00,3
347.42,271.62,67.65,2019-02-06 14:00:00,3
343.15,238.8,64.71,2019-02-06 15:00:00,3
321.82,240.74,64.71,2019-02-06 16:00:00,3
318.65,238.91,70.59,2019-02-06 17:00:00,3
308.05,212.75,79.41,2019-02-06 18:00:00,3
281.23,265.04,85.29,2019-02-06 19:00:00,3
279.98,246.76,94.12,2019-02-06 20:00:00,3
264.45,220.56,100.0,2019-02-06 21:00:00,3
247.58,190.67,100.0,2019-02-06 22:00:00,3
236.02,179.68,94.12,2019-02-06 23:00:00,3
238.27,179.37,97.06,2019-02-07 00:00:00,4
234.18,155.35,97.06,2019-02-07 01:00:00,4
237.22,143.27,102.94,2019-02-07 02:00:00,4
238.68,141.65,105.88,2019-02-07 03:00:00,4
229.23,144.33,105.88,2019-02-07 04:00:00,4
228.1,145.63,105.88,2019-02-07 05:00:00,4
243.32,136.16,102.94,2019-02-07 06:00:00,4
291.63,135.04,123.53,2019-02-07 07:00:00,4
335.25,140.7,114.71,2019-02-07 08:00:00,4
347.07,173.98,108.82,2019-02-07 09:00:00,4
361.03,185.28,97.06,2019-02-07 10:00:00,4
361.05,255.0,88.24,2019-02-07 11:00:00,4
349.5,312.22,73.53,2019-02-07 12:00:00,4
344.48,203.98,70.59,2019-02-07 13:00:00,4
348.83,197.11,67.65,2019-02-07 14:00:00,4
345.63,195.49,61.76,2019-02-07 15:00:00,4
336.0,203.59,58.82,2019-02-07 16:00:00,4
323.45,201.94,55.88,2019-02-07 17:00:00,4
307.47,180.11,64.71,2019-02-07 18:00:00,4
271.72,166.3,70.59,2019-02-07 19:00:00,4
262.75,165.14,85.29,2019-02-07 20:00:00,4
258.87,180.77,88.24,2019-02-07 21:00:00,4
236.17,160.56,88.24,2019-02-07 22:00:00,4
223.92,157.15,94.12,2019-02-07 23:00:00,4
230.72,96.83,94.12,2019-02-19 00:00:00,2
233.37,90.32,97.06,2019-02-19 01:00:00,2
236.42,89.3,97.06,2019-02-19 02:00:00,2
237.03,148.17,97.06,2019-02-19 03:00:00,2
226.97,132.61,100.0,2019-02-19 04:00:00,2
230.58,131.69,105.88,2019-02-19 05:00:00,2
247.27,139.08,108.82,2019-02-19 06:00:00,2
288.93,135.74,123.53,2019-02-19 07:00:00,2
336.37,137.36,120.59,2019-02-19 08:00:00,2
352.68,148.7,105.88,2019-02-19 09:00:00,2
360.05,175.39,100.0,2019-02-19 10:00:00,2
359.85,310.85,47.06,2019-02-19 11:00:00,2
357.97,288.49,32.35,2019-02-19 12:00:00,2
361.97,243.66,102.94,2019-02-19 13:00:00,2
365.65,199.54,76.47,2019-02-19 14:00:00,2
349.8,237.11,58.82,2019-02-19 15:00:00,2
342.4,241.94,61.76,2019-02-19 16:00:00,2
324.72,204.79,64.71,2019-02-19 17:00:00,2
318.63,181.23,73.53,2019-02-19 18:00:00,2
300.85,200.88,76.47,2019-02-19 19:00:00,2
291.97,175.67,94.12,2019-02-19 20:00:00,2
276.67,214.37,105.88,2019-02-19 21:00:00,2
254.88,210.88,91.18,2019-02-19 22:00:00,2
246.82,189.26,97.06,2019-02-19 23:00:00,2
249.03,164.33,88.24,2019-02-20 00:00:00,3
247.4,158.13,94.12,2019-02-20 01:00:00,3
239.87,158.38,97.06,2019-02-20 02:00:00,3
244.85,159.86,100.0,2019-02-20 03:00:00,3
239.18,139.54,100.0,2019-02-20 04:00:00,3
239.25,136.48,100.0,2019-02-20 05:00:00,3
251.5,124.96,105.88,2019-02-20 06:00:00,3
285.78,119.33,123.53,2019-02-20 07:00:00,3
324.23,129.96,126.47,2019-02-20 08:00:00,3
344.8,167.46,111.76,2019-02-20 09:00:00,3
224.44,130.21,61.76,2019-02-20 10:00:00,3
366.0,311.9,58.82,2019-02-20 11:00:00,3
359.48,342.85,61.76,2019-02-20 12:00:00,3
357.33,264.89,91.18,2019-02-20 13:00:00,3
349.77,192.99,76.47,2019-02-20 14:00:00,3
329.97,185.88,70.59,2019-02-20 15:00:00,3
330.58,230.53,67.65,2019-02-20 16:00:00,3
325.37,234.68,61.76,2019-02-20 17:00:00,3
311.67,228.7,76.47,2019-02-20 18:00:00,3
282.4,206.2,79.41,2019-02-20 19:00:00,3
286.77,201.65,82.35,2019-02-20 20:00:00,3
271.77,216.55,85.29,2019-02-20 21:00:00,3
247.0,216.44,91.18,2019-02-20 22:00:00,3
239.67,199.3,91.18,2019-02-20 23:00:00,3
238.57,222.08,88.24,2019-02-21 00:00:00,4
241.55,234.72,85.29,2019-02-21 01:00:00,4
237.65,208.17,88.24,2019-02-21 02:00:00,4
238.5,186.13,88.24,2019-02-21 03:00:00,4
225.67,169.23,88.24,2019-02-21 04:00:00,4
229.73,174.89,88.24,2019-02-21 05:00:00,4
244.87,169.72,91.18,2019-02-21 06:00:00,4
287.43,197.57,100.0,2019-02-21 07:00:00,4
323.9,228.45,97.06,2019-02-21 08:00:00,4
342.5,241.73,94.12,2019-02-21 09:00:00,4
362.72,291.9,73.53,2019-02-21 10:00:00,4
365.68,265.7,50.0,2019-02-21 11:00:00,4
360.02,237.96,55.88,2019-02-21 12:00:00,4
361.2,205.49,5.88,2019-02-21 13:00:00,4
372.32,180.81,55.88,2019-02-21 14:00:00,4
369.22,185.04,135.29,2019-02-21 15:00:00,4
354.65,199.23,97.06,2019-02-21 16:00:00,4
333.63,243.87,82.35,2019-02-21 17:00:00,4
308.4,228.49,79.41,2019-02-21 18:00:00,4
278.35,182.54,97.06,2019-02-21 19:00:00,4
276.87,147.92,117.65,2019-02-21 20:00:00,4
267.82,161.65,111.76,2019-02-21 21:00:00,4
252.02,177.61,100.0,2019-02-21 22:00:00,4
244.78,140.14,105.88,2019-02-21 23:00:00,4
236.62,143.17,102.94,2019-02-22 00:00:00,5
230.92,145.67,102.94,2019-02-22 01:00:00,5
234.42,141.06,111.76,2019-02-22 02:00:00,5
238.27,138.1,108.82,2019-02-22 03:00:00,5
227.82,127.71,108.82,2019-02-22 04:00:00,5
231.9,140.77,105.88,2019-02-22 05:00:00,5
248.08,135.35,111.76,2019-02-22 06:00:00,5
276.55,145.77,120.59,2019-02-22 07:00:00,5
322.52,146.48,117.65,2019-02-22 08:00:00,5
347.62,242.64,111.76,2019-02-22 09:00:00,5
339.68,207.85,100.0,2019-02-22 10:00:00,5
351.75,225.35,91.18,2019-02-22 11:00:00,5
349.82,254.75,85.29,2019-02-22 12:00:00,5
352.72,238.91,76.47,2019-02-22 13:00:00,5
340.32,193.8,88.24,2019-02-22 14:00:00,5
325.57,214.51,79.41,2019-02-22 15:00:00,5
325.07,213.38,91.18,2019-02-22 16:00:00,5
307.52,247.61,85.29,2019-02-22 17:00:00,5
298.82,220.42,94.12,2019-02-22 18:00:00,5
265.0,230.88,94.12,2019-02-22 19:00:00,5
255.63,223.66,102.94,2019-02-22 20:00:00,5
247.1,190.14,102.94,2019-02-22 21:00:00,5
233.3,184.75,97.06,2019-02-22 22:00:00,5
228.7,164.33,91.18,2019-02-22 23:00:00,5
235.18,144.05,82.35,2019-02-25 00:00:00,1
237.0,134.72,82.35,2019-02-25 01:00:00,1
229.15,130.77,85.29,2019-02-25 02:00:00,1
231.1,131.94,88.24,2019-02-25 03:00:00,1
227.1,140.92,85.29,2019-02-25 04:00:00,1
229.42,140.74,85.29,2019-02-25 05:00:00,1
247.47,137.25,102.94,2019-02-25 06:00:00,1
287.65,159.72,105.88,2019-02-25 07:00:00,1
325.02,252.01,97.06,2019-02-25 08:00:00,1
341.92,234.23,88.24,2019-02-25 09:00:00,1
348.23,214.86,73.53,2019-02-25 10:00:00,1
357.65,208.7,64.71,2019-02-25 11:00:00,1
358.87,231.48,58.82,2019-02-25 12:00:00,1
364.75,287.22,52.94,2019-02-25 13:00:00,1
363.62,325.74,47.06,2019-02-25 14:00:00,1
355.53,339.54,44.12,2019-02-25 15:00:00,1
346.43,364.01,44.12,2019-02-25 16:00:00,1
327.3,351.62,44.12,2019-02-25 17:00:00,1
315.57,329.4,47.06,2019-02-25 18:00:00,1
279.7,270.49,50.0,2019-02-25 19:00:00,1
264.87,217.39,52.94,2019-02-25 20:00:00,1
257.08,170.11,67.65,2019-02-25 21:00:00,1
246.43,145.53,64.71,2019-02-25 22:00:00,1
229.93,135.95,67.65,2019-02-25 23:00:00,1
