,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,-0.0,0.7805862486261661,11.285234918693453,9.229393466635146,34.8262223157797,34.19403653032518,32.67112630434811,33.343245101927735,10.119986377988585,10.904872262163586,18.278920826461942,10.70446879612645,7.813966626456553,4.363190276783588,3.7271181838125753,15.55681619877545,16.452416697897544
1,0.7805862486261661,-0.0,10.935660063848097,9.63785574139726,34.56606511676819,34.17242800538273,33.116057779776156,35.651537408650306,9.752426165570084,10.92021641292005,19.135194025103768,11.457007508839318,7.869933022988788,4.687762490102717,3.6496198225628937,15.221254759963237,16.084066334429483
2,11.285234918693453,10.935660063848097,-0.0,9.386119602525879,22.268657592370534,22.22655966847334,19.21945735382726,20.853660908005647,11.185556757031454,7.361508767302999,10.059426592713365,17.109410840913345,21.24887699801478,15.715777059331142,13.18311362926893,4.336726027256049,5.268682376496868
3,9.229393466635146,9.63785574139726,9.386119602525879,-0.0,36.405684743258554,34.381484822477205,50.127665678473456,47.55048617125543,14.485987167042925,9.585105740819563,19.31805794470058,14.787353434999472,21.30094541534398,13.803130567331515,10.438531867833357,14.287237126289497,15.265851073236162
4,34.8262223157797,34.56606511676819,22.268657592370534,36.405684743258554,-0.0,1.589547730964599,21.03585860241553,19.518480040877662,35.44059383708207,29.742112555264903,26.79040841761424,42.04761894528984,49.01365035417079,40.51104583455835,41.128609648542444,17.56230581220798,16.441359130436712
5,34.19403653032518,34.17242800538273,22.22655966847334,34.381484822477205,1.589547730964599,-0.0,20.939885901900247,20.751905609088354,36.68323560192002,31.05737703034996,27.687093047836214,39.66584545565296,50.259889241850324,41.7001283744371,40.064303028733846,17.434583020754047,16.435933191332296
6,32.67112630434811,33.116057779776156,19.21945735382726,50.127665678473456,21.03585860241553,20.939885901900247,-0.0,5.020578979115387,22.379162608701602,20.29880588070324,13.924065469666308,27.26316285511398,52.53641103111675,46.1193524437312,40.25523008364147,16.44210568584811,15.422439666704356
7,33.343245101927735,35.651537408650306,20.853660908005647,47.55048617125543,19.518480040877662,20.751905609088354,5.020578979115387,-0.0,22.24950966276678,26.949418357707437,19.270067593398,30.72294506244453,58.04402725141528,48.40310486824837,40.84251325387827,17.531148723018816,16.512673227985257
8,10.119986377988585,9.752426165570084,11.185556757031454,14.485987167042925,35.44059383708207,36.68323560192002,22.379162608701602,22.24950966276678,-0.0,8.123867379605548,13.043085999967392,13.66766987569982,22.541645098649298,15.907984635482398,15.288350228778336,15.56673080250437,16.22504358739473
9,10.904872262163586,10.92021641292005,7.361508767302999,9.585105740819563,29.742112555264903,31.05737703034996,20.29880588070324,26.949418357707437,8.123867379605548,-0.0,6.052931493459489,15.594503482877473,24.10717645209813,16.66941750591481,14.526904367134486,11.62861031940634,12.664583028341827
10,18.278920826461942,19.135194025103768,10.059426592713365,19.31805794470058,26.79040841761424,27.687093047836214,13.924065469666308,19.270067593398,13.043085999967392,6.052931493459489,-0.0,19.014073399266792,35.26270678949255,27.458719201315244,22.400211930556022,11.21308687779606,11.550632890199122
11,10.70446879612645,11.457007508839318,17.109410840913345,14.787353434999472,42.04761894528984,39.66584545565296,27.26316285511398,30.72294506244453,13.66766987569982,15.594503482877473,19.014073399266792,-0.0,17.91544314690903,16.553955247304543,17.045782588501588,22.790371219293128,23.22488728102355
12,7.813966626456553,7.869933022988788,21.24887699801478,21.30094541534398,49.01365035417079,50.259889241850324,52.53641103111675,58.04402725141528,22.541645098649298,24.10717645209813,35.26270678949255,17.91544314690903,-0.0,5.788397219871119,7.44852232065145,26.533371271932563,27.768440440433395
13,4.363190276783588,4.687762490102717,15.715777059331142,13.803130567331515,40.51104583455835,41.7001283744371,46.1193524437312,48.40310486824837,15.907984635482398,16.66941750591481,27.458719201315244,16.553955247304543,5.788397219871119,-0.0,4.735659421708176,20.052388862316317,20.97346296340298
14,3.7271181838125753,3.6496198225628937,13.18311362926893,10.438531867833357,41.128609648542444,40.064303028733846,40.25523008364147,40.84251325387827,15.288350228778336,14.526904367134486,22.400211930556022,17.045782588501588,7.44852232065145,4.735659421708176,-0.0,17.655224136137925,18.53409071319701
15,15.55681619877545,15.221254759963237,4.336726027256049,14.287237126289497,17.56230581220798,17.434583020754047,16.44210568584811,17.531148723018816,15.56673080250437,11.62861031940634,11.21308687779606,22.790371219293128,26.533371271932563,20.052388862316317,17.655224136137925,-0.0,1.0712172155049844
16,16.452416697897544,16.084066334429483,5.268682376496868,15.265851073236162,16.441359130436712,16.435933191332296,15.422439666704356,16.512673227985257,16.22504358739473,12.664583028341827,11.550632890199122,23.22488728102355,27.768440440433395,20.97346296340298,18.53409071319701,1.0712172155049844,-0.0
