,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,-0.0,2.218587375137032,7.173057147839562,5.073494995791905,3.965260572393055,3.0484648784893387,2.740082002255161,2.6529955514473036,3.1177524921935764,11.175925810919823,16.6050129738035,17.690600913793762,17.188355206777057,22.154602532072015,19.66948571339739,42.554888870935976,18.4653719631756,12.460187505803031,11.418637361231399,10.774905853216762,5.467942223405209,5.707219045009434,5.8980141442021,4.604794930683245,7.578534086732273,4.667742706381839,7.44601230103782,4.244534794280989,9.500114377462097,7.161410600656184,10.056403505192492,8.01205361891282,9.017695200253108
1,2.218587375137032,-0.0,5.427893957946767,4.0093516748726765,2.331941809377694,2.624448278226848,2.701485158093333,2.5780843275926113,3.017330665895059,10.42743393004658,19.149306964613004,20.983865001299712,17.537869692024245,23.069125215612328,19.33348035173043,40.92159389840413,20.95654309490934,14.174232753911697,12.053958165367378,9.854134023044617,8.039697164437005,8.082869275143,6.468214330322907,5.8689373731215335,8.829426212049155,7.5181712537204595,9.457278868945037,6.1720022428228125,8.680816823629312,7.691642129465286,9.931267870196073,10.701213737837849,10.959636174574038
2,7.173057147839562,5.427893957946767,-0.0,6.701345942663826,6.779214729477963,6.261667010107943,6.449201986627384,7.116365587157369,9.632720561337171,13.227070560036477,27.270151079109674,27.940646434418394,26.045585941549046,35.5287159112473,28.355658759785836,37.28551761628933,24.824445702253694,17.06272723914483,14.785915399680963,16.033706516712783,13.326030188340694,12.670781500487465,12.503303795750783,10.125434502565307,16.72001537694103,12.302061361987723,15.60895063101623,12.063463579130932,9.22327620720655,12.064390653783114,14.980010758556014,11.749865674853508,12.852522960000114
3,5.073494995791905,4.0093516748726765,6.701345942663826,-0.0,2.798695834902203,3.6645764503457197,3.690454663096924,4.213621349867567,4.434988464845913,11.154838877400435,21.731278757368912,24.998809999837427,24.37161816917498,29.630814186703184,21.157263616294383,39.535662632484375,22.553345825234395,16.475038759713517,12.77375535977502,12.776406790866993,8.77545571399021,10.59514503675559,10.729144873877644,9.620510872472355,9.260615792603216,10.019793410675694,11.81564327356001,9.098771778240526,9.475008213368492,9.504102504681121,12.51703625460761,13.869531194124171,12.923027371649004
4,3.965260572393055,2.331941809377694,6.779214729477963,2.798695834902203,-0.0,1.7322286293404647,1.262515775259281,2.34622404319256,2.372560573757169,9.992796736586712,20.12702532923061,22.34435572196435,21.435062330701452,26.609942522956825,18.092703685824684,39.901888061293995,18.867749825700955,15.809180969659801,10.545125168823851,10.300672560370497,9.953280938250796,8.713033058353394,8.722073916339856,6.623110761402957,7.069301397344784,7.932596061869977,8.50255885856905,7.831813285066161,8.906683219796134,8.383812117925768,10.761813097017287,11.914686999934633,10.154751555337748
5,3.0484648784893387,2.624448278226848,6.261667010107943,3.6645764503457197,1.7322286293404647,-0.0,1.156255842590218,2.0074465453184653,3.3946683942405684,11.771380145437872,20.510838802641118,20.316188345239908,18.253100332694064,20.91757880070958,18.953953113122324,37.96298066567161,20.595509016087256,15.430838695030403,8.68960746738023,11.890772528317362,9.328167380643826,8.400694999419041,8.165637759171112,8.169788608638303,8.589121738758237,7.009465300964652,10.358007447507461,6.489884591466935,8.898370345203753,9.614298336251558,9.84863472097261,9.521276312710823,9.530569866453929
6,2.740082002255161,2.701485158093333,6.449201986627384,3.690454663096924,1.262515775259281,1.156255842590218,-0.0,1.5096120251550273,2.0702283340151526,10.440424279369452,17.75934063948922,19.065940758389786,18.040777663979718,22.91221550112751,17.870298738457393,39.21532456730963,16.70037099170946,14.379202750743527,8.781734789068228,10.588326649106923,8.312215430835563,8.064717780372272,8.164590108952583,6.026849027015002,6.737922585584014,6.1462231184771765,8.529628870136673,6.523896383653903,8.87685981254938,7.586902300589693,9.981212734776127,8.67256812497521,8.201888867564575
7,2.6529955514473036,2.5780843275926113,7.116365587157369,4.213621349867567,2.34622404319256,2.0074465453184653,1.5096120251550273,-0.0,1.8153206145035832,10.278332826500543,17.218187184728347,20.584925548281934,17.014466993906865,23.456238428985184,16.994898517702904,38.09916981635043,17.971555082981418,14.885444309761917,9.797646267312544,9.330566931239847,8.284941190373674,6.687464203400531,7.767503367858512,4.656635062977356,6.237105661261185,5.059775779664562,7.525522208234396,6.0269712240031215,7.448321372643843,6.71935677303805,9.052563970402506,8.724095182104056,8.40428294835694
8,3.1177524921935764,3.017330665895059,9.632720561337171,4.434988464845913,2.372560573757169,3.3946683942405684,2.0702283340151526,1.8153206145035832,-0.0,11.467704781587914,17.041099078704814,19.90684095094285,18.49193846006143,22.813088955674857,17.689371599228583,37.12680548969495,19.459812262647873,12.97480094808354,8.296282167892773,10.477886136937968,7.617239798055562,8.222027517750309,8.002326110496917,4.764174321096265,6.2088110835352275,6.185423159171377,9.507256712988818,5.983310842344497,8.091661969029396,7.830595100161521,11.569731079463212,9.111238978255884,8.84087109657021
9,11.175925810919823,10.42743393004658,13.227070560036477,11.154838877400435,9.992796736586712,11.771380145437872,10.440424279369452,10.278332826500543,11.467704781587914,-0.0,25.471505494415396,25.46826679157097,24.297897259412142,26.209432562208075,19.500066524825897,36.65620020671168,20.293342395104652,18.49517430249552,18.32261029432673,13.05455892919606,9.248470161678345,11.060399122245494,9.989629619887685,12.881215558304806,12.427713803776669,13.378036754961368,12.043187680489327,11.219411618610142,12.374350792029656,9.923624716358106,9.631149549209027,16.280106692836586,12.455478031943452
10,16.6050129738035,19.149306964613004,27.270151079109674,21.731278757368912,20.12702532923061,20.510838802641118,17.75934063948922,17.218187184728347,17.041099078704814,25.471505494415396,-0.0,2.566278972896623,3.647541263757727,5.1483534426119375,2.9987813757287918,38.93669717266789,3.4140474881801874,13.647649606424476,16.565874779783545,10.610924268552406,14.76754166161757,13.68870070890246,11.597884117019055,12.301736805255256,12.396851798948234,11.45860786232268,11.615884480892028,13.643891661397104,21.42699015463835,15.81106730017288,15.199382726151635,14.378901606190027,13.090934480930118
11,17.690600913793762,20.983865001299712,27.940646434418394,24.998809999837427,22.34435572196435,20.316188345239908,19.065940758389786,20.584925548281934,19.90684095094285,25.46826679157097,2.566278972896623,-0.0,1.6131093222049397,3.828512935577575,3.117791787589515,56.1989205997635,2.6722958525889933,13.708899183162593,17.67391325035425,11.97023314597777,18.474158732937457,16.50664777707438,15.74827277149294,17.02734735465923,13.046446077437727,14.044573081956571,13.045696342753871,14.694583532279825,24.06770412007355,17.53579485677439,15.709905806656366,14.226607602517227,14.302079472507012
12,17.188355206777057,17.537869692024245,26.045585941549046,24.37161816917498,21.435062330701452,18.253100332694064,18.040777663979718,17.014466993906865,18.49193846006143,24.297897259412142,3.647541263757727,1.6131093222049397,-0.0,3.7603912443121152,2.947230615383124,51.733204003207724,3.198819722042097,15.537667311020634,14.245907802933992,10.855997274058774,19.726576829468204,15.192431962957178,16.00002034653914,17.032191729433407,14.415169188353703,12.826381353164546,13.51020836841033,13.499904871069123,19.23558614084148,16.325559872772132,13.944439193751945,15.441125346367905,14.55596026160706
13,22.154602532072015,23.069125215612328,35.5287159112473,29.630814186703184,26.609942522956825,20.91757880070958,22.91221550112751,23.456238428985184,22.813088955674857,26.209432562208075,5.1483534426119375,3.828512935577575,3.7603912443121152,-0.0,5.454460419726054,48.09169504002563,6.4069944909137,19.343307388548602,16.938983294647088,15.40198869344173,24.222914381244745,20.114765873617465,19.048648050837144,21.716018468889366,17.770432563543828,17.176116629885804,17.07833613245181,15.493959103015428,27.41978760094117,23.07442174753319,17.838041724343896,20.16725240454068,18.801898834408597
14,19.66948571339739,19.33348035173043,28.355658759785836,21.157263616294383,18.092703685824684,18.953953113122324,17.870298738457393,16.994898517702904,17.689371599228583,19.500066524825897,2.9987813757287918,3.117791787589515,2.947230615383124,5.454460419726054,-0.0,36.923086220564755,2.7720159107925624,15.332923190932314,12.086924849024737,10.12537346344471,18.12628232908711,15.742217363939616,15.943880815976899,17.00997561003659,12.5296831797752,13.318212672772372,12.54710491203985,12.322247583536177,18.96910477977637,15.144024221974192,12.695620869738125,15.631076032254871,14.226002485159645
15,42.554888870935976,40.92159389840413,37.28551761628933,39.535662632484375,39.901888061293995,37.96298066567161,39.21532456730963,38.09916981635043,37.12680548969495,36.65620020671168,38.93669717266789,56.1989205997635,51.733204003207724,48.09169504002563,36.923086220564755,-0.0,39.850142397048266,31.82997662620424,30.247645404602874,48.78449798566808,28.585300353319496,21.331908785227125,29.891784254575125,35.70656840352652,38.350300966032044,29.502394159575797,54.842387183634145,35.50345182858108,42.12157823309799,37.47656484275593,38.926116523292706,38.29934532868011,30.01992249903765
