avg,cen
191.8690322580645,183.52
192.5332258064516,185.0
190.97419354838706,179.61
192.0425806451613,180.18
190.14290322580646,178.45
186.8122580645162,186.69
186.77967741935484,205.56
188.98000000000005,202.08
198.54,202.85
213.26193548387099,208.8
217.28903225806448,209.47
226.1441935483871,210.53
239.6948387096774,228.2
246.3967741935483,237.32
250.70935483870974,242.68
259.818064516129,246.76
252.11354838709673,243.98
259.39677419354837,253.35
252.1938709677419,248.94
244.5529032258065,233.87
216.8951612903225,207.29
202.45741935483872,195.53
195.51387096774192,190.32
193.90967741935486,184.3
