avg,cen
27.686666666666667,28.76
28.678333333333338,29.9
28.23333333333333,29.44
28.796666666666663,30.99
29.301666666666666,29.74
30.271666666666665,32.91
31.531666666666666,32.44
31.456666666666667,31.34
30.24333333333333,32.19
28.77333333333333,30.14
27.914999999999996,28.53
27.560000000000002,27.37
27.506666666666664,27.55
28.080000000000002,27.62
28.23166666666667,27.8
27.860000000000003,27.54
28.148333333333337,28.35
28.16,28.35
29.075,31.15
27.106666666666673,29.01
27.416666666666668,28.56
27.803333333333338,29.56
28.125,29.84
28.795,30.27
