avg,cen
20.438448275862065,22.36
15.73206896551724,16.8
15.837241379310342,15.88
15.312586206896551,14.23
16.62706896551724,15.77
19.117931034482755,18.38
33.52224137931035,36.51
21.611896551724147,21.13
21.495862068965508,19.08
27.219310344827587,26.58
32.038448275862066,35.81
37.4803448275862,36.58
41.702068965517235,40.63
46.27137931034483,46.09
48.56327586206897,48.94
47.94241379310345,46.48
46.181206896551714,46.73
41.2494827586207,45.11
35.65137931034482,36.8
28.928103448275866,27.08
26.11741379310345,26.2
24.983793103448274,24.89
22.368275862068966,22.39
17.799310344827585,19.37
