,6
p,-13.9
k,4
db,0.9858020384699175
cp,3.071835297070625
sp,11.642446324119177
gyh_db,0.09558974353375427
gyh_cp,0.36709731880849705
gyh_sp,0.23238937713480332
zb,0.19766654575270223
exemplars,[ 19  67  95 113]
labels,"[113 113  95 113  67  95 113  95  67  67  95  95  95  95  95 113  67  95
  67  19  67  67  67 113  95  67  95  95  67  67  67  95  67  95  95 113
  95  67 113  67  67  95  67 113  67 113  67  67  95  67  95 113  67  67
  95  67  67  67  67  67  67  95  67  67  67  67 113  67  95  67 113  95
  95  67  95  67  67 113  95  67  67  67  67  67  67  67  95  67  67  67
 113 113  95 113  95  95  95  95  67  95  67 113  67  67 113  67  95  67
  67  95  67 113  95 113  95  95  67  95  95  95  95  95  95 113  95  95
  95 113  95 113  67 113  95  95  95  95 113  95 113  67  95  67 113  67
  95  95  67  67  95  95  95  95  67  67  95 113 113  95 113  67  95  67
  95  67  67 113  95  95  95  67  67  95  67  95  67  67 113  95 113  67
  67 113  95  95  67  67  67  67  67  95  67  95  95  67  67 113  95  95
  95  67  67  67  95  95]"
