avg,cen
217.56,192.15
149.314,106.55
130.95800000000003,72.68
160.006,134.37
194.942,154.68
193.97199999999998,152.99
182.91199999999998,132.99
168.377,109.86
214.87599999999998,211.65
264.35299999999995,262.5
277.22300000000007,279.26
291.985,318.38
302.619,297.96
307.56,303.63
300.158,293.27
288.99300000000005,326.94
290.37699999999995,296.73
271.02799999999996,292.75
263.985,276.9
259.24800000000005,248.56
251.30499999999998,247.25
241.60499999999996,246.13
215.21599999999998,227.11
198.29500000000002,213.87
