,8
p,-24.4
k,2
db,0.4453073890394496
cp,4.778168350045142
sp,21.46009012045316
gyh_db,0.10170730304240713
gyh_cp,0.974519703406391
gyh_sp,1.0
zb,0.5444835773728014
exemplars,[0 2]
labels,[0 2 2 0 0 0 0]
