,8
p,-8.4
k,9
db,0.7252365839877427
cp,1.4060917181352108
sp,14.355350538650859
gyh_db,0.6700891499314985
gyh_cp,0.3152712882788604
gyh_sp,0.49766564733611096
zb,0.5382788088694921
exemplars,[18 20 21 43 49 54 58 76 98]
labels,"[98 98 98 98 21 21 21 21 43 21 21 21 21 43 21 21 21 21 18 21 20 21 21 43
 21 21 21 54 43 21 21 21 21 43 21 21 54 98 98 54 54 54 54 43 54 21 54 43
 43 49 54 54 76 43 54 54 54 76 58 54 54 21 54 43 54 54 54 54 43 54 76 76
 76 43 54 76 76 54 21 54 54 54 43 21 54 54 54 43 21 54 21 21 43 98 21 98
 21 98 98]"
