,5
p,-9.6
k,2
db,0.07701438497912794
cp,1.4859969750508817
sp,38.590114702691174
gyh_db,0.0
gyh_cp,0.7693614824189966
gyh_sp,0.0
zb,0.19234037060474915
exemplars,[11 15]
labels,[11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 15]
