p,k,db,cp,sp,zb,exemplars,labels
-33.1,2,0.34945537939993937,6.831418847573364,39.09751716687724,11.65696169331262,[3 4],[3 3 3 3 4 4 4 4]
-32.1,2,0.34945537939993937,6.831418847573364,39.09751716687724,11.65696169331262,[3 4],[3 3 3 3 4 4 4 4]
