avg,cen
8.958148148148148,9.35
9.036296296296296,9.66
8.538148148148148,8.59
8.87888888888889,8.65
8.717777777777776,8.63
9.13925925925926,8.74
8.821481481481483,8.44
9.773703703703701,8.85
11.062222222222223,10.83
12.655925925925926,13.01
13.22851851851852,13.28
13.972962962962958,14.67
15.469259259259262,16.86
16.182962962962964,16.23
17.613703703703706,17.34
18.665925925925926,19.61
17.63259259259259,17.1
15.988518518518516,16.94
13.918518518518518,14.46
12.218148148148147,12.67
11.827037037037037,12.34
10.621111111111114,10.31
9.56185185185185,10.12
9.072222222222221,9.14
