avg,cen
231.90333333333334,225.8
235.81333333333336,238.38
237.62666666666667,238.88
234.86666666666667,235.43
232.16666666666666,235.07
236.34333333333333,240.15
244.54999999999998,246.15
257.79,260.65
284.6933333333333,281.4
302.48333333333335,297.47
302.8333333333333,299.03
300.5,296.53
299.1933333333333,297.4
295.97666666666663,292.65
295.94,289.37
293.74666666666667,286.77
290.96666666666664,281.32
280.93333333333334,272.68
259.42333333333335,252.78
261.84,253.95
256.33,251.72
250.9466666666667,253.78
230.44000000000003,233.62
224.00666666666666,227.0
