,0
p,-20.7
k,4
db,0.0
cp,0.0
sp,37.98898121346753
gyh_db,0.0
gyh_cp,0.0
gyh_sp,1.0
zb,0.25
exemplars,[0 1 2 3]
labels,[0 1 2 3]
