avg,cen
262.29232558139535,260.8
263.2320930232558,259.22
262.11116279069773,257.33
261.3944186046512,257.35
252.7955813953489,248.0
254.5493023255814,250.35
257.92651162790713,254.47
280.19372093023253,276.02
308.1509302325581,309.98
324.23860465116286,320.37
333.38093023255806,324.38
336.8218604651162,333.17
338.1939534883721,337.22
338.80860465116274,337.15
338.2902325581395,337.88
336.32697674418614,333.5
331.1886046511629,331.32
321.75441860465116,317.5
305.1060465116279,297.23
298.2348837209302,291.05
290.22418604651165,284.3
284.4511627906977,286.35
270.31139534883727,266.6
261.03906976744184,253.42
