0,1,time,week
278.67,137.82,2019-10-29 00:00:00,2
269.22,130.92,2019-10-29 01:00:00,2
267.57,125.53,2019-10-29 02:00:00,2
261.14,123.1,2019-10-29 03:00:00,2
260.22,121.13,2019-10-29 04:00:00,2
258.86,118.49,2019-10-29 05:00:00,2
281.59,144.33,2019-10-29 06:00:00,2
292.51,135.28,2019-10-29 07:00:00,2
307.15,121.13,2019-10-29 08:00:00,2
349.42,140.14,2019-10-29 09:00:00,2
385.38,170.85,2019-10-29 10:00:00,2
406.08,214.4,2019-10-29 11:00:00,2
409.64,285.99,2019-10-29 12:00:00,2
418.6,337.89,2019-10-29 13:00:00,2
437.75,383.38,2019-10-29 14:00:00,2
449.74,428.31,2019-10-29 15:00:00,2
447.14,456.09,2019-10-29 16:00:00,2
420.25,399.79,2019-10-29 17:00:00,2
396.36,321.97,2019-10-29 18:00:00,2
372.88,259.05,2019-10-29 19:00:00,2
350.89,242.15,2019-10-29 20:00:00,2
328.94,204.19,2019-10-29 21:00:00,2
316.06,187.82,2019-10-29 22:00:00,2
303.72,159.08,2019-10-29 23:00:00,2
285.9,140.67,2019-10-30 00:00:00,3
279.71,121.2,2019-10-30 01:00:00,3
279.0,124.3,2019-10-30 02:00:00,3
264.94,126.16,2019-10-30 03:00:00,3
260.48,126.41,2019-10-30 04:00:00,3
261.01,115.6,2019-10-30 05:00:00,3
283.08,138.77,2019-10-30 06:00:00,3
291.8,137.61,2019-10-30 07:00:00,3
315.26,138.87,2019-10-30 08:00:00,3
344.8,145.63,2019-10-30 09:00:00,3
375.57,169.47,2019-10-30 10:00:00,3
402.88,198.17,2019-10-30 11:00:00,3
413.35,254.01,2019-10-30 12:00:00,3
422.33,277.57,2019-10-30 13:00:00,3
432.64,308.56,2019-10-30 14:00:00,3
442.15,323.24,2019-10-30 15:00:00,3
433.54,366.9,2019-10-30 16:00:00,3
412.74,335.28,2019-10-30 17:00:00,3
388.2,273.7,2019-10-30 18:00:00,3
360.19,222.57,2019-10-30 19:00:00,3
342.96,204.61,2019-10-30 20:00:00,3
339.99,190.53,2019-10-30 21:00:00,3
324.99,173.38,2019-10-30 22:00:00,3
300.29,155.92,2019-10-30 23:00:00,3
287.47,128.2,2019-10-31 00:00:00,4
275.14,129.72,2019-10-31 01:00:00,4
273.42,126.94,2019-10-31 02:00:00,4
267.55,123.91,2019-10-31 03:00:00,4
262.64,115.25,2019-10-31 04:00:00,4
262.16,121.8,2019-10-31 05:00:00,4
282.21,134.79,2019-10-31 06:00:00,4
289.06,116.09,2019-10-31 07:00:00,4
316.6,136.62,2019-10-31 08:00:00,4
353.44,153.91,2019-10-31 09:00:00,4
387.08,180.46,2019-10-31 10:00:00,4
411.58,273.31,2019-10-31 11:00:00,4
410.54,332.75,2019-10-31 12:00:00,4
414.56,374.19,2019-10-31 13:00:00,4
427.93,418.49,2019-10-31 14:00:00,4
419.02,431.94,2019-10-31 15:00:00,4
428.92,453.87,2019-10-31 16:00:00,4
400.16,429.65,2019-10-31 17:00:00,4
373.32,336.94,2019-10-31 18:00:00,4
360.18,278.1,2019-10-31 19:00:00,4
347.03,241.62,2019-10-31 20:00:00,4
333.72,205.85,2019-10-31 21:00:00,4
311.4,185.77,2019-10-31 22:00:00,4
298.76,154.72,2019-10-31 23:00:00,4
