campus,bldgno,bldgname,Year,Month,Day,Hour,ele,wash_ele
Downtown,152F,Mercado F,2019,1,1,0,12.44,12.44
Downtown,152F,Mercado F,2019,1,1,1,13.31,13.31
Downtown,152F,Mercado F,2019,1,1,2,13.6,13.6
Downtown,152F,Mercado F,2019,1,1,3,13.25,13.25
Downtown,152F,Mercado F,2019,1,1,4,16.08,16.08
Downtown,152F,Mercado F,2019,1,1,5,18.79,18.79
Downtown,152F,Mercado F,2019,1,1,6,19.88,19.88
Downtown,152F,Mercado F,2019,1,1,7,19.9,19.9
Downtown,152F,Mercado F,2019,1,1,8,18.69,18.69
Downtown,152F,Mercado F,2019,1,1,9,18.23,18.23
Downtown,152F,Mercado F,2019,1,1,10,17.15,17.15
Downtown,152F,Mercado F,2019,1,1,11,17.2,17.2
Downtown,152F,Mercado F,2019,1,1,12,18.95,18.95
Downtown,152F,Mercado F,2019,1,1,13,18.06,18.06
Downtown,152F,Mercado F,2019,1,1,14,18.22,18.22
Downtown,152F,Mercado F,2019,1,1,15,17.89,17.89
Downtown,152F,Mercado F,2019,1,1,16,17.61,17.61
Downtown,152F,Mercado F,2019,1,1,17,16.57,16.57
Downtown,152F,Mercado F,2019,1,1,18,14.45,14.45
Downtown,152F,Mercado F,2019,1,1,19,14.48,14.48
Downtown,152F,Mercado F,2019,1,1,20,15.31,15.31
Downtown,152F,Mercado F,2019,1,1,21,14.91,14.91
Downtown,152F,Mercado F,2019,1,1,22,13.81,13.81
Downtown,152F,Mercado F,2019,1,1,23,13.39,13.39
Downtown,152F,Mercado F,2019,1,2,0,14.12,14.12
Downtown,152F,Mercado F,2019,1,2,1,14.61,14.61
Downtown,152F,Mercado F,2019,1,2,2,15.37,15.37
Downtown,152F,Mercado F,2019,1,2,3,14.96,14.96
Downtown,152F,Mercado F,2019,1,2,4,17.73,17.73
Downtown,152F,Mercado F,2019,1,2,5,19.35,19.35
Downtown,152F,Mercado F,2019,1,2,6,21.6,21.6
Downtown,152F,Mercado F,2019,1,2,7,20.92,20.92
Downtown,152F,Mercado F,2019,1,2,8,20.09,20.09
Downtown,152F,Mercado F,2019,1,2,9,18.6,18.6
Downtown,152F,Mercado F,2019,1,2,10,19.66,19.66
Downtown,152F,Mercado F,2019,1,2,11,19.96,19.96
Downtown,152F,Mercado F,2019,1,2,12,21.39,21.39
Downtown,152F,Mercado F,2019,1,2,13,19.89,19.89
Downtown,152F,Mercado F,2019,1,2,14,18.2,18.2
Downtown,152F,Mercado F,2019,1,2,15,17.79,17.79
Downtown,152F,Mercado F,2019,1,2,16,16.74,16.74
Downtown,152F,Mercado F,2019,1,2,17,15.55,15.55
Downtown,152F,Mercado F,2019,1,2,18,13.82,13.82
Downtown,152F,Mercado F,2019,1,2,19,13.27,13.27
Downtown,152F,Mercado F,2019,1,2,20,15.78,15.78
Downtown,152F,Mercado F,2019,1,2,21,15.17,15.17
Downtown,152F,Mercado F,2019,1,2,22,14.29,14.29
Downtown,152F,Mercado F,2019,1,2,23,13.82,13.82
Downtown,152F,Mercado F,2019,1,3,0,14.52,14.52
Downtown,152F,Mercado F,2019,1,3,1,15.54,15.54
Downtown,152F,Mercado F,2019,1,3,2,14.76,14.76
Downtown,152F,Mercado F,2019,1,3,3,14.27,14.27
Downtown,152F,Mercado F,2019,1,3,4,16.94,16.94
Downtown,152F,Mercado F,2019,1,3,5,20.66,20.66
Downtown,152F,Mercado F,2019,1,3,6,21.83,21.83
Downtown,152F,Mercado F,2019,1,3,7,21.01,21.01
Downtown,152F,Mercado F,2019,1,3,8,21.26,21.26
Downtown,152F,Mercado F,2019,1,3,9,19.64,19.64
