campus,bldgno,bldgname,Year,Month,Day,Hour,ele,wash_ele
Downtown,152B,Mercado B,2019,1,1,0,37.04,37.04
Downtown,152B,Mercado B,2019,1,1,1,40.4,40.4
Downtown,152B,Mercado B,2019,1,1,2,37.27,37.27
Downtown,152B,Mercado B,2019,1,1,3,41.33,41.33
Downtown,152B,Mercado B,2019,1,1,4,38.73,38.73
Downtown,152B,Mercado B,2019,1,1,5,42.38,42.38
Downtown,152B,Mercado B,2019,1,1,6,44.42,44.42
Downtown,152B,Mercado B,2019,1,1,7,45.29,45.29
Downtown,152B,Mercado B,2019,1,1,8,48.83,48.83
Downtown,152B,Mercado B,2019,1,1,9,50.82,50.82
Downtown,152B,Mercado B,2019,1,1,10,42.8,42.8
Downtown,152B,Mercado B,2019,1,1,11,38.26,38.26
Downtown,152B,Mercado B,2019,1,1,12,36.16,36.16
Downtown,152B,Mercado B,2019,1,1,13,33.68,33.68
Downtown,152B,Mercado B,2019,1,1,14,33.27,33.27
Downtown,152B,Mercado B,2019,1,1,15,31.25,31.25
Downtown,152B,Mercado B,2019,1,1,16,33.28,33.28
Downtown,152B,Mercado B,2019,1,1,17,34.87,34.87
Downtown,152B,Mercado B,2019,1,1,18,37.36,37.36
Downtown,152B,Mercado B,2019,1,1,19,35.7,35.7
Downtown,152B,Mercado B,2019,1,1,20,39.65,39.65
Downtown,152B,Mercado B,2019,1,1,21,38.88,38.88
Downtown,152B,Mercado B,2019,1,1,22,40.62,40.62
Downtown,152B,Mercado B,2019,1,1,23,39.0,39.0
Downtown,152B,Mercado B,2019,1,2,0,39.32,39.32
Downtown,152B,Mercado B,2019,1,2,1,42.37,42.37
Downtown,152B,Mercado B,2019,1,2,2,42.73,42.73
Downtown,152B,Mercado B,2019,1,2,3,43.81,43.81
Downtown,152B,Mercado B,2019,1,2,4,50.4,50.4
Downtown,152B,Mercado B,2019,1,2,5,52.17,52.17
Downtown,152B,Mercado B,2019,1,2,6,56.73,56.73
Downtown,152B,Mercado B,2019,1,2,7,57.55,57.55
Downtown,152B,Mercado B,2019,1,2,8,56.66,56.66
Downtown,152B,Mercado B,2019,1,2,9,54.39,54.39
Downtown,152B,Mercado B,2019,1,2,10,48.59,48.59
Downtown,152B,Mercado B,2019,1,2,11,44.98,44.98
Downtown,152B,Mercado B,2019,1,2,12,44.43,44.43
Downtown,152B,Mercado B,2019,1,2,13,40.42,40.42
Downtown,152B,Mercado B,2019,1,2,14,43.19,43.19
Downtown,152B,Mercado B,2019,1,2,15,39.65,39.65
Downtown,152B,Mercado B,2019,1,2,16,40.25,40.25
Downtown,152B,Mercado B,2019,1,2,17,40.12,40.12
Downtown,152B,Mercado B,2019,1,2,18,37.75,37.75
Downtown,152B,Mercado B,2019,1,2,19,38.4,38.4
Downtown,152B,Mercado B,2019,1,2,20,39.4,39.4
Downtown,152B,Mercado B,2019,1,2,21,40.48,40.48
Downtown,152B,Mercado B,2019,1,2,22,42.42,42.42
Downtown,152B,Mercado B,2019,1,2,23,41.57,41.57
Downtown,152B,Mercado B,2019,1,3,0,42.85,42.85
Downtown,152B,Mercado B,2019,1,3,1,44.82,44.82
Downtown,152B,Mercado B,2019,1,3,2,46.23,46.23
Downtown,152B,Mercado B,2019,1,3,3,46.02,46.02
Downtown,152B,Mercado B,2019,1,3,4,45.94,45.94
Downtown,152B,Mercado B,2019,1,3,5,51.84,51.84
Downtown,152B,Mercado B,2019,1,3,6,53.62,53.62
Downtown,152B,Mercado B,2019,1,3,7,54.92,54.92
Downtown,152B,Mercado B,2019,1,3,8,58.89,58.89
Downtown,152B,Mercado B,2019,1,3,9,54.5,54.5
Downtown,152B,Mercado B,2019,1,3,10,45.88,45.88
Downtown,152B,Mercado B,2019,1,3,11,43.3,43.3
Downtown,152B,Mercado B,2019,1,3,12,40.55,40.55
Downtown,152B,Mercado B,2019,1,3,13,40.72,40.72
Downtown,152B,Mercado B,2019,1,3,14,38.17,38.17
Downtown,152B,Mercado B,2019,1,3,15,38.81,38.81
Downtown,152B,Mercado B,2019,1,3,16,35.88,35.88
Downtown,152B,Mercado B,2019,1,3,17,36.48,36.48
Downtown,152B,Mercado B,2019,1,3,18,36.29,36.29
Downtown,152B,Mercado B,2019,1,3,19,34.29,34.29
Downtown,152B,Mercado B,2019,1,3,20,37.42,37.42
Downtown,152B,Mercado B,2019,1,3,21,39.05,39.05
Downtown,152B,Mercado B,2019,1,3,22,41.26,41.26
Downtown,152B,Mercado B,2019,1,3,23,42.82,42.82
Downtown,152B,Mercado B,2019,1,4,0,42.72,42.72
Downtown,152B,Mercado B,2019,1,4,1,41.8,41.8
Downtown,152B,Mercado B,2019,1,4,2,43.43,43.43
Downtown,152B,Mercado B,2019,1,4,3,42.88,42.88
Downtown,152B,Mercado B,2019,1,4,4,46.66,46.66
Downtown,152B,Mercado B,2019,1,4,5,50.41,50.41
Downtown,152B,Mercado B,2019,1,4,6,52.28,52.28
Downtown,152B,Mercado B,2019,1,4,7,54.77,54.77
Downtown,152B,Mercado B,2019,1,4,8,56.52,56.52
Downtown,152B,Mercado B,2019,1,4,9,45.47,45.47
Downtown,152B,Mercado B,2019,1,4,10,42.13,42.13
Downtown,152B,Mercado B,2019,1,4,11,39.6,39.6
Downtown,152B,Mercado B,2019,1,4,12,38.75,38.75
Downtown,152B,Mercado B,2019,1,4,13,38.37,38.37
Downtown,152B,Mercado B,2019,1,4,14,34.67,34.67
Downtown,152B,Mercado B,2019,1,4,15,33.11,33.11
Downtown,152B,Mercado B,2019,1,4,16,32.45,32.45
Downtown,152B,Mercado B,2019,1,4,17,33.14,33.14
Downtown,152B,Mercado B,2019,1,4,18,31.17,31.17
Downtown,152B,Mercado B,2019,1,4,19,30.58,30.58
Downtown,152B,Mercado B,2019,1,4,20,32.5,32.5
Downtown,152B,Mercado B,2019,1,4,21,33.16,33.16
Downtown,152B,Mercado B,2019,1,4,22,34.01,34.01
Downtown,152B,Mercado B,2019,1,4,23,35.49,35.49
Downtown,152B,Mercado B,2019,1,5,0,36.32,36.32
Downtown,152B,Mercado B,2019,1,5,1,36.97,36.97
Downtown,152B,Mercado B,2019,1,5,2,38.34,38.34
Downtown,152B,Mercado B,2019,1,5,3,38.6,38.6
Downtown,152B,Mercado B,2019,1,5,4,40.2,40.2
Downtown,152B,Mercado B,2019,1,5,5,39.77,39.77
Downtown,152B,Mercado B,2019,1,5,6,41.2,41.2
Downtown,152B,Mercado B,2019,1,5,7,40.45,40.45
Downtown,152B,Mercado B,2019,1,5,8,37.44,37.44
Downtown,152B,Mercado B,2019,1,5,9,38.04,38.04
Downtown,152B,Mercado B,2019,1,5,10,32.77,32.77
Downtown,152B,Mercado B,2019,1,5,11,30.71,30.71
Downtown,152B,Mercado B,2019,1,5,12,29.46,29.46
Downtown,152B,Mercado B,2019,1,5,13,27.64,27.64
Downtown,152B,Mercado B,2019,1,5,14,27.04,27.04
Downtown,152B,Mercado B,2019,1,5,15,27.11,27.11
Downtown,152B,Mercado B,2019,1,5,16,27.49,27.49
Downtown,152B,Mercado B,2019,1,5,17,28.75,28.75
Downtown,152B,Mercado B,2019,1,5,18,29.26,29.26
Downtown,152B,Mercado B,2019,1,5,19,28.68,28.68
Downtown,152B,Mercado B,2019,1,5,20,28.25,28.25
Downtown,152B,Mercado B,2019,1,5,21,28.71,28.71
Downtown,152B,Mercado B,2019,1,5,22,30.2,30.2
Downtown,152B,Mercado B,2019,1,5,23,30.45,30.45
Downtown,152B,Mercado B,2019,1,6,0,32.18,32.18
Downtown,152B,Mercado B,2019,1,6,1,31.74,31.74
Downtown,152B,Mercado B,2019,1,6,2,32.57,32.57
Downtown,152B,Mercado B,2019,1,6,3,33.91,33.91
Downtown,152B,Mercado B,2019,1,6,4,33.34,33.34
Downtown,152B,Mercado B,2019,1,6,5,28.44,28.44
Downtown,152B,Mercado B,2019,1,6,6,27.74,27.74
Downtown,152B,Mercado B,2019,1,6,7,29.78,29.78
Downtown,152B,Mercado B,2019,1,6,8,26.17,26.17
Downtown,152B,Mercado B,2019,1,6,9,25.21,25.21
Downtown,152B,Mercado B,2019,1,6,10,27.44,27.44
Downtown,152B,Mercado B,2019,1,6,11,24.1,24.1
Downtown,152B,Mercado B,2019,1,6,12,23.32,23.32
Downtown,152B,Mercado B,2019,1,6,13,21.67,21.67
Downtown,152B,Mercado B,2019,1,6,14,22.31,22.31
Downtown,152B,Mercado B,2019,1,6,15,22.66,22.66
Downtown,152B,Mercado B,2019,1,6,16,22.63,22.63
Downtown,152B,Mercado B,2019,1,6,17,23.17,23.17
Downtown,152B,Mercado B,2019,1,6,18,26.4,26.4
Downtown,152B,Mercado B,2019,1,6,19,24.55,24.55
Downtown,152B,Mercado B,2019,1,6,20,26.18,26.18
Downtown,152B,Mercado B,2019,1,6,21,26.83,26.83
Downtown,152B,Mercado B,2019,1,6,22,31.52,31.52
