campus,bldgno,bldgname,Year,Month,Day,Hour,ele,wash_ele
Downtown,152E,Mercado E,2019,1,1,0,6.29,6.29
Downtown,152E,Mercado E,2019,1,1,1,6.62,6.62
Downtown,152E,Mercado E,2019,1,1,2,6.03,6.03
Downtown,152E,Mercado E,2019,1,1,3,6.54,6.54
Downtown,152E,Mercado E,2019,1,1,4,6.18,6.18
Downtown,152E,Mercado E,2019,1,1,5,6.13,6.13
Downtown,152E,Mercado E,2019,1,1,6,6.54,6.54
Downtown,152E,Mercado E,2019,1,1,7,5.95,5.95
Downtown,152E,Mercado E,2019,1,1,8,5.99,5.99
Downtown,152E,Mercado E,2019,1,1,9,5.43,5.43
Downtown,152E,Mercado E,2019,1,1,10,4.76,4.76
Downtown,152E,Mercado E,2019,1,1,11,5.22,5.22
Downtown,152E,Mercado E,2019,1,1,12,4.92,4.92
Downtown,152E,Mercado E,2019,1,1,13,5.14,5.14
Downtown,152E,Mercado E,2019,1,1,14,4.59,4.59
Downtown,152E,Mercado E,2019,1,1,15,4.86,4.86
Downtown,152E,Mercado E,2019,1,1,16,4.93,4.93
Downtown,152E,Mercado E,2019,1,1,17,5.28,5.28
Downtown,152E,Mercado E,2019,1,1,18,5.75,5.75
Downtown,152E,Mercado E,2019,1,1,19,5.78,5.78
Downtown,152E,Mercado E,2019,1,1,20,6.39,6.39
Downtown,152E,Mercado E,2019,1,1,21,5.9,5.9
Downtown,152E,Mercado E,2019,1,1,22,6.05,6.05
Downtown,152E,Mercado E,2019,1,1,23,6.6,6.6
Downtown,152E,Mercado E,2019,1,2,0,6.14,6.14
Downtown,152E,Mercado E,2019,1,2,1,6.63,6.63
Downtown,152E,Mercado E,2019,1,2,2,6.48,6.48
Downtown,152E,Mercado E,2019,1,2,3,6.7,6.7
Downtown,152E,Mercado E,2019,1,2,4,6.48,6.48
Downtown,152E,Mercado E,2019,1,2,5,6.37,6.37
Downtown,152E,Mercado E,2019,1,2,6,7.18,7.18
Downtown,152E,Mercado E,2019,1,2,7,6.55,6.55
Downtown,152E,Mercado E,2019,1,2,8,6.46,6.46
Downtown,152E,Mercado E,2019,1,2,9,5.2,5.2
Downtown,152E,Mercado E,2019,1,2,10,5.23,5.23
Downtown,152E,Mercado E,2019,1,2,11,5.36,5.36
Downtown,152E,Mercado E,2019,1,2,12,4.8,4.8
Downtown,152E,Mercado E,2019,1,2,13,7.51,7.51
Downtown,152E,Mercado E,2019,1,2,14,12.84,12.84
Downtown,152E,Mercado E,2019,1,2,15,8.89,8.89
Downtown,152E,Mercado E,2019,1,2,16,8.63,8.63
Downtown,152E,Mercado E,2019,1,2,17,10.72,10.72
Downtown,152E,Mercado E,2019,1,2,18,11.87,11.87
Downtown,152E,Mercado E,2019,1,2,19,12.73,12.73
Downtown,152E,Mercado E,2019,1,2,20,11.98,11.98
Downtown,152E,Mercado E,2019,1,2,21,8.73,8.73
Downtown,152E,Mercado E,2019,1,2,22,5.97,5.97
Downtown,152E,Mercado E,2019,1,2,23,6.25,6.25
Downtown,152E,Mercado E,2019,1,3,0,7.81,7.81
Downtown,152E,Mercado E,2019,1,3,1,8.71,8.71
Downtown,152E,Mercado E,2019,1,3,2,10.24,10.24
Downtown,152E,Mercado E,2019,1,3,3,10.51,10.51
Downtown,152E,Mercado E,2019,1,3,4,12.79,12.79
Downtown,152E,Mercado E,2019,1,3,5,13.44,13.44
Downtown,152E,Mercado E,2019,1,3,6,13.97,13.97
Downtown,152E,Mercado E,2019,1,3,7,12.45,12.45
Downtown,152E,Mercado E,2019,1,3,8,9.23,9.23
Downtown,152E,Mercado E,2019,1,3,9,8.99,8.99
Downtown,152E,Mercado E,2019,1,3,10,9.11,9.11
Downtown,152E,Mercado E,2019,1,3,11,8.36,8.36
Downtown,152E,Mercado E,2019,1,3,12,6.53,6.53
Downtown,152E,Mercado E,2019,1,3,13,6.19,6.19
Downtown,152E,Mercado E,2019,1,3,14,6.49,6.49
Downtown,152E,Mercado E,2019,1,3,15,6.95,6.95
Downtown,152E,Mercado E,2019,1,3,16,6.32,6.32
Downtown,152E,Mercado E,2019,1,3,17,8.46,8.46
Downtown,152E,Mercado E,2019,1,3,18,8.44,8.44
Downtown,152E,Mercado E,2019,1,3,19,9.38,9.38
Downtown,152E,Mercado E,2019,1,3,20,9.71,9.71
Downtown,152E,Mercado E,2019,1,3,21,7.75,7.75
Downtown,152E,Mercado E,2019,1,3,22,6.01,6.01
Downtown,152E,Mercado E,2019,1,3,23,6.29,6.29
Downtown,152E,Mercado E,2019,1,4,0,7.1,7.1
Downtown,152E,Mercado E,2019,1,4,1,7.67,7.67
Downtown,152E,Mercado E,2019,1,4,2,9.94,9.94
Downtown,152E,Mercado E,2019,1,4,3,10.0,10.0
Downtown,152E,Mercado E,2019,1,4,4,11.86,11.86
Downtown,152E,Mercado E,2019,1,4,5,13.1,13.1
Downtown,152E,Mercado E,2019,1,4,6,13.89,13.89
Downtown,152E,Mercado E,2019,1,4,7,12.48,12.48
Downtown,152E,Mercado E,2019,1,4,8,9.36,9.36
Downtown,152E,Mercado E,2019,1,4,9,9.06,9.06
Downtown,152E,Mercado E,2019,1,4,10,7.63,7.63
Downtown,152E,Mercado E,2019,1,4,11,6.48,6.48
Downtown,152E,Mercado E,2019,1,4,12,7.04,7.04
Downtown,152E,Mercado E,2019,1,4,13,5.94,5.94
Downtown,152E,Mercado E,2019,1,4,14,5.87,5.87
Downtown,152E,Mercado E,2019,1,4,15,6.68,6.68
Downtown,152E,Mercado E,2019,1,4,16,5.4,5.4
Downtown,152E,Mercado E,2019,1,4,17,7.1,7.1
Downtown,152E,Mercado E,2019,1,4,18,7.16,7.16
Downtown,152E,Mercado E,2019,1,4,19,7.55,7.55
Downtown,152E,Mercado E,2019,1,4,20,8.98,8.98
Downtown,152E,Mercado E,2019,1,4,21,7.18,7.18
Downtown,152E,Mercado E,2019,1,4,22,6.18,6.18
Downtown,152E,Mercado E,2019,1,4,23,6.16,6.16
Downtown,152E,Mercado E,2019,1,5,0,6.52,6.52
Downtown,152E,Mercado E,2019,1,5,1,6.58,6.58
Downtown,152E,Mercado E,2019,1,5,2,7.77,7.77
Downtown,152E,Mercado E,2019,1,5,3,7.59,7.59
Downtown,152E,Mercado E,2019,1,5,4,11.14,11.14
Downtown,152E,Mercado E,2019,1,5,5,14.8,14.8
Downtown,152E,Mercado E,2019,1,5,6,10.81,10.81
Downtown,152E,Mercado E,2019,1,5,7,11.84,11.84
Downtown,152E,Mercado E,2019,1,5,8,9.99,9.99
Downtown,152E,Mercado E,2019,1,5,9,8.71,8.71
Downtown,152E,Mercado E,2019,1,5,10,7.73,7.73
Downtown,152E,Mercado E,2019,1,5,11,7.17,7.17
Downtown,152E,Mercado E,2019,1,5,12,6.24,6.24
Downtown,152E,Mercado E,2019,1,5,13,6.03,6.03
Downtown,152E,Mercado E,2019,1,5,14,5.57,5.57
Downtown,152E,Mercado E,2019,1,5,15,5.44,5.44
Downtown,152E,Mercado E,2019,1,5,16,6.08,6.08
Downtown,152E,Mercado E,2019,1,5,17,7.62,7.62
Downtown,152E,Mercado E,2019,1,5,18,6.78,6.78
Downtown,152E,Mercado E,2019,1,5,19,6.74,6.74
Downtown,152E,Mercado E,2019,1,5,20,7.61,7.61
Downtown,152E,Mercado E,2019,1,5,21,6.67,6.67
Downtown,152E,Mercado E,2019,1,5,22,5.9,5.9
Downtown,152E,Mercado E,2019,1,5,23,6.05,6.05
Downtown,152E,Mercado E,2019,1,6,0,6.2,6.2
Downtown,152E,Mercado E,2019,1,6,1,6.0,6.0
Downtown,152E,Mercado E,2019,1,6,2,5.97,5.97
Downtown,152E,Mercado E,2019,1,6,3,5.98,5.98
Downtown,152E,Mercado E,2019,1,6,4,8.44,8.44
Downtown,152E,Mercado E,2019,1,6,5,13.94,13.94
Downtown,152E,Mercado E,2019,1,6,6,8.48,8.48
Downtown,152E,Mercado E,2019,1,6,7,8.66,8.66
Downtown,152E,Mercado E,2019,1,6,8,9.31,9.31
Downtown,152E,Mercado E,2019,1,6,9,7.93,7.93
Downtown,152E,Mercado E,2019,1,6,10,7.17,7.17
Downtown,152E,Mercado E,2019,1,6,11,6.47,6.47
Downtown,152E,Mercado E,2019,1,6,12,7.26,7.26
Downtown,152E,Mercado E,2019,1,6,13,5.72,5.72
Downtown,152E,Mercado E,2019,1,6,14,7.03,7.03
Downtown,152E,Mercado E,2019,1,6,15,5.98,5.98
Downtown,152E,Mercado E,2019,1,6,16,6.66,6.66
Downtown,152E,Mercado E,2019,1,6,17,7.66,7.66
Downtown,152E,Mercado E,2019,1,6,18,7.88,7.88
Downtown,152E,Mercado E,2019,1,6,19,7.64,7.64
Downtown,152E,Mercado E,2019,1,6,20,8.88,8.88
Downtown,152E,Mercado E,2019,1,6,21,7.38,7.38
Downtown,152E,Mercado E,2019,1,6,22,5.96,5.96
Downtown,152E,Mercado E,2019,1,6,23,6.04,6.04
Downtown,152E,Mercado E,2019,1,7,0,6.29,6.29
Downtown,152E,Mercado E,2019,1,7,1,6.16,6.16
Downtown,152E,Mercado E,2019,1,7,2,9.61,9.61
Downtown,152E,Mercado E,2019,1,7,3,6.96,6.96
Downtown,152E,Mercado E,2019,1,7,4,9.81,9.81
Downtown,152E,Mercado E,2019,1,7,5,11.83,11.83
Downtown,152E,Mercado E,2019,1,7,6,10.47,10.47
Downtown,152E,Mercado E,2019,1,7,7,11.33,11.33
Downtown,152E,Mercado E,2019,1,7,8,9.09,9.09
Downtown,152E,Mercado E,2019,1,7,9,8.73,8.73
Downtown,152E,Mercado E,2019,1,7,10,8.27,8.27
Downtown,152E,Mercado E,2019,1,7,11,7.2,7.2
Downtown,152E,Mercado E,2019,1,7,12,7.44,7.44
Downtown,152E,Mercado E,2019,1,7,13,8.68,8.68
Downtown,152E,Mercado E,2019,1,7,14,8.89,8.89
Downtown,152E,Mercado E,2019,1,7,15,7.36,7.36
Downtown,152E,Mercado E,2019,1,7,16,6.85,6.85
Downtown,152E,Mercado E,2019,1,7,17,7.49,7.49
Downtown,152E,Mercado E,2019,1,7,18,7.51,7.51
Downtown,152E,Mercado E,2019,1,7,19,7.689999999999999,7.689999999999999
Downtown,152E,Mercado E,2019,1,7,20,7.689999999999999,7.689999999999999
