campus,bldgno,bldgname,Year,Month,Day,Hour,ele,wash_ele
Downtown,152C,Mercado C,2019,1,1,0,48.66,48.66
Downtown,152C,Mercado C,2019,1,1,1,48.35,48.35
Downtown,152C,Mercado C,2019,1,1,2,47.81,47.81
Downtown,152C,Mercado C,2019,1,1,3,47.77,47.77
Downtown,152C,Mercado C,2019,1,1,4,48.3,48.3
Downtown,152C,Mercado C,2019,1,1,5,49.66,49.66
Downtown,152C,Mercado C,2019,1,1,6,53.84,53.84
Downtown,152C,Mercado C,2019,1,1,7,54.51,54.51
Downtown,152C,Mercado C,2019,1,1,8,55.46,55.46
Downtown,152C,Mercado C,2019,1,1,9,52.8,52.8
Downtown,152C,Mercado C,2019,1,1,10,48.68,48.68
Downtown,152C,Mercado C,2019,1,1,11,47.79,47.79
Downtown,152C,Mercado C,2019,1,1,12,43.89,43.89
Downtown,152C,Mercado C,2019,1,1,13,40.42,40.42
Downtown,152C,Mercado C,2019,1,1,14,42.7,42.7
Downtown,152C,Mercado C,2019,1,1,15,40.95,40.95
Downtown,152C,Mercado C,2019,1,1,16,41.55,41.55
Downtown,152C,Mercado C,2019,1,1,17,41.45,41.45
Downtown,152C,Mercado C,2019,1,1,18,42.93,42.93
Downtown,152C,Mercado C,2019,1,1,19,45.16,45.16
Downtown,152C,Mercado C,2019,1,1,20,48.84,48.84
Downtown,152C,Mercado C,2019,1,1,21,50.34,50.34
Downtown,152C,Mercado C,2019,1,1,22,50.05,50.05
Downtown,152C,Mercado C,2019,1,1,23,49.74,49.74
Downtown,152C,Mercado C,2019,1,2,0,50.46,50.46
Downtown,152C,Mercado C,2019,1,2,1,51.58,51.58
Downtown,152C,Mercado C,2019,1,2,2,50.89,50.89
Downtown,152C,Mercado C,2019,1,2,3,54.53,54.53
Downtown,152C,Mercado C,2019,1,2,4,53.34,53.34
Downtown,152C,Mercado C,2019,1,2,5,56.0,56.0
Downtown,152C,Mercado C,2019,1,2,6,61.12,61.12
Downtown,152C,Mercado C,2019,1,2,7,65.65,65.65
Downtown,152C,Mercado C,2019,1,2,8,69.93,69.93
Downtown,152C,Mercado C,2019,1,2,9,65.12,65.12
Downtown,152C,Mercado C,2019,1,2,10,68.95,68.95
Downtown,152C,Mercado C,2019,1,2,11,66.06,66.06
Downtown,152C,Mercado C,2019,1,2,12,63.8,63.8
Downtown,152C,Mercado C,2019,1,2,13,60.1,60.1
Downtown,152C,Mercado C,2019,1,2,14,58.82,58.82
Downtown,152C,Mercado C,2019,1,2,15,58.0,58.0
Downtown,152C,Mercado C,2019,1,2,16,55.97,55.97
Downtown,152C,Mercado C,2019,1,2,17,50.69,50.69
Downtown,152C,Mercado C,2019,1,2,18,47.4,47.4
Downtown,152C,Mercado C,2019,1,2,19,50.36,50.36
Downtown,152C,Mercado C,2019,1,2,20,50.17,50.17
Downtown,152C,Mercado C,2019,1,2,21,50.58,50.58
Downtown,152C,Mercado C,2019,1,2,22,51.08,51.08
Downtown,152C,Mercado C,2019,1,2,23,52.84,52.84
Downtown,152C,Mercado C,2019,1,3,0,54.1,54.1
Downtown,152C,Mercado C,2019,1,3,1,57.6,57.6
Downtown,152C,Mercado C,2019,1,3,2,56.32,56.32
Downtown,152C,Mercado C,2019,1,3,3,56.53,56.53
Downtown,152C,Mercado C,2019,1,3,4,56.28,56.28
Downtown,152C,Mercado C,2019,1,3,5,59.69,59.69
Downtown,152C,Mercado C,2019,1,3,6,63.77,63.77
Downtown,152C,Mercado C,2019,1,3,7,66.81,66.81
Downtown,152C,Mercado C,2019,1,3,8,67.55,67.55
Downtown,152C,Mercado C,2019,1,3,9,65.44,65.44
Downtown,152C,Mercado C,2019,1,3,10,63.53,63.53
Downtown,152C,Mercado C,2019,1,3,11,58.95,58.95
Downtown,152C,Mercado C,2019,1,3,12,58.95,58.95
Downtown,152C,Mercado C,2019,1,3,13,61.95,61.95
Downtown,152C,Mercado C,2019,1,3,14,60.02,60.02
Downtown,152C,Mercado C,2019,1,3,15,56.52,56.52
Downtown,152C,Mercado C,2019,1,3,16,53.11,53.11
Downtown,152C,Mercado C,2019,1,3,17,47.17,47.17
Downtown,152C,Mercado C,2019,1,3,18,46.22,46.22
Downtown,152C,Mercado C,2019,1,3,19,44.28,44.28
Downtown,152C,Mercado C,2019,1,3,20,45.07,45.07
Downtown,152C,Mercado C,2019,1,3,21,48.47,48.47
Downtown,152C,Mercado C,2019,1,3,22,44.36,44.36
Downtown,152C,Mercado C,2019,1,3,23,47.46,47.46
Downtown,152C,Mercado C,2019,1,4,0,49.22,49.22
Downtown,152C,Mercado C,2019,1,4,1,50.93,50.93
Downtown,152C,Mercado C,2019,1,4,2,52.88,52.88
Downtown,152C,Mercado C,2019,1,4,3,52.64,52.64
Downtown,152C,Mercado C,2019,1,4,4,52.05,52.05
Downtown,152C,Mercado C,2019,1,4,5,52.71,52.71
Downtown,152C,Mercado C,2019,1,4,6,58.79,58.79
Downtown,152C,Mercado C,2019,1,4,7,62.78,62.78
