,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0,-0.0,3.636684084277061,3.5490755175748854,1.8429761875630706,3.134038906811752,1.300643959315675,4.537082782744706,3.827341876139826,3.052481813690132,4.5709488774378135,5.7060749489156715,5.899878537081734,3.405993942308497,3.756061206131542,3.8823172973235045,2.8371634936851113,4.469676974099962,12.048715692946807,2.5304825600232252,4.823708233355873,3.940512207604776,5.459048759365362,4.017755309162608,2.801181467145465,3.466387525135528,5.623171847514069,7.339295486142118,4.390042998207076,5.657025204863888,7.836867049141936,2.6143233167713875,2.077645960573401,2.092752346352332,2.8794096061768797,4.18625263844465,5.313480612716985,2.4744612504036496,3.4193005107380983,11.756921101889658,4.68324437725014,3.878004291031531,4.434366222653471,4.335082928875748,6.661612799615229,7.267985811362425,5.557269585666905,5.29585512076655,4.4515331365793385,4.147854213361986,7.593276855768192,4.804936961336816,2.6928003313547246,3.565898653515108,4.118911287641651,5.504387404089645,7.580760627110738,9.036113260076576,7.051677359981596,6.401978357461348,9.646761009933329,7.143963905673527,8.16734822498551,5.4907718500174,6.148744893790391,12.040089405541263,9.797005722857367,3.0458148901838182,4.13504992421015,3.8091571101469706,5.300880326050627,3.6355277658826677,6.004722028190978,6.702400352176721,6.170017762121979,9.080193737118092,9.353598367601824,6.989259260305103,7.4447147282184805,3.718483570206201,8.549447328235743,7.443761060527954,6.317992737807856,7.532952645517122,9.437174770805903,3.843311137851513,2.499139284682288,2.5246643690967616,2.7167501770269897,2.4771228547837967,4.538995730683379,2.987482336204127,2.9955568656930653,3.5115625871890037,3.678996666841719,7.401226790121554,4.798104370598222,10.198272323046417,30.59800371546715
1,3.636684084277061,-0.0,3.854275393272183,2.377982084293969,3.3110705893265138,2.5538263245108404,3.1064416829275494,2.7405239028120176,3.6341461957792593,3.9428975120545036,4.984599354226435,5.3447398170200895,4.056008576020086,4.0993457310334005,3.494186745219872,2.2553448194539434,3.802477733304786,16.294847055716055,4.182533441172503,2.844455416166573,2.668812858858415,3.800566644073471,2.743388486830005,4.2839919128652895,3.699288774010793,3.690923133447446,5.504724924399069,5.756379287234086,7.422141069207006,6.733368566735331,3.8093399709983293,2.847541372745398,2.89623667591057,2.2665827815194834,4.858571603047685,5.086818218920372,3.042194052784138,3.754617174047073,10.604218698443976,7.08105763652164,4.2957273342893,3.3019660801456188,4.073509352912671,6.065624473784127,7.148401032077657,7.772618816254323,4.836433469550838,3.44375300940806,2.7242019270711233,9.606206536094131,3.450218366902538,2.5253200909982696,3.178334292674873,6.164703528277052,4.53851883361435,5.351706530458292,13.303860883704873,6.16676060634192,7.168456136270484,7.565924369316416,6.498390937901544,7.620772110888246,5.48859984602614,6.005349560905708,8.924418433879197,7.131563025208871,3.6206071749530784,3.738016903562015,3.9235822085579755,5.7315625086618684,4.28675711515125,5.693002222266892,8.170340027036147,6.675569493886191,8.337613356140865,6.800282175470904,8.00653415629668,10.001440955177149,4.148185326794923,10.227192383832444,6.853492471504234,4.577133878934705,7.396150958860336,8.10746309255636,4.2713826355794815,3.6670081874844564,2.7545629248266703,2.9288581972978918,3.255991606721425,4.6648857916096205,2.7029438938338632,2.755341194270702,3.7563726429843434,3.373048298943832,8.322205969294039,5.236916752723583,10.99966617011301,27.600867652172507
2,3.5490755175748854,3.854275393272183,-0.0,2.975458358976485,4.547505792692728,3.2027483813949806,3.9356366340575413,2.818473811061565,4.3830494409568725,3.4205047103358637,3.1612963363718416,3.7396690474454104,2.1031855416136684,1.445967610624774,4.273001813141647,2.744735707562683,3.887757434375945,18.423563073263658,3.0210539462816155,3.1593190452864586,2.973071236309892,3.560196650299893,1.899236656919445,6.293251649367168,4.40444731585115,3.049262720708334,5.665152120705752,2.394268398101263,3.224173166510038,5.764591178983199,2.7008957471149517,4.438569781697598,5.092089352143985,3.791328762601401,2.9478719236509434,2.659224185307257,3.0142239158139166,2.528798914561021,15.480566343105325,8.03239974868558,2.415077083161516,2.542219117822893,2.952528704083485,4.95405159061791,4.463140221948749,3.860809702592099,2.8762685921532074,3.8300581131393923,3.5289132284738005,11.99554653103825,4.013247674853004,2.1906259866905766,3.6126530140278783,2.0828863624294063,3.3219683426696074,4.30711649622741,5.973454913034163,4.233551891849387,4.6862251720773935,5.703878132344268,4.319930373538038,5.1601014376132825,3.424249777918601,3.823176146402221,8.432824574557953,5.400324383574765,4.820281081542591,2.8318057188693984,3.587942743051726,2.7985075938834343,4.3862860491985325,3.523300071550437,4.398127950830466,7.618448707661583,7.1381493349927485,5.746369659599603,4.750197597234714,12.505297383914527,6.58333818307063,6.992377412974501,4.326731614162097,4.112865074901962,5.05184865840118,5.975903829243935,3.7358302193427346,3.0715379397214497,5.2550313134603,3.0421965077185256,4.380847126156015,3.071687325768739,2.5198948284322467,2.8927199524711593,2.4473860289072866,2.549477345372289,4.862526703092383,4.016178628905356,10.092867008271305,28.747784482691475
3,1.8429761875630706,2.377982084293969,2.975458358976485,-0.0,2.9658752079480886,1.9016958613542512,3.6457482753805923,3.642954522380815,3.5211672003911274,3.6027488399881697,4.711265703075935,4.308384956892168,3.345397392743241,2.88600867311831,3.5425933748442024,2.0140903158129633,2.47159575727479,11.266529514411602,1.7374568777028168,3.386319494452651,3.4841377976439296,5.234295602822261,3.65193243433777,3.682832742384885,2.809640888582648,4.954852425581321,6.3627708473453675,4.022436653308091,5.321041711860183,6.831552606394626,2.265122372152137,2.6161313186530446,2.2475588726230407,2.860344372742468,3.5440561995796473,3.8710863660172024,2.2422536395602175,2.7749603676402375,11.408879506986919,5.648866746150605,3.1664192888013014,3.327413653748194,3.2835695508307836,5.357370953100457,6.5214757822286105,4.551954666682024,4.562644968639582,3.2645530737974773,2.8122487601163546,9.482473062539109,3.1040040627137615,1.7888738337801298,2.4243007473690303,3.4417491082594385,4.141154446633411,5.1471563943392615,8.518105994516839,5.311427749086108,5.351300396131965,8.290315284070923,6.444428380373499,5.9485934978053265,4.3684899228067335,4.278258320285102,9.217781621464663,7.83164293088937,2.4974838308132483,4.021393963683192,3.6529563518788795,4.383287266897204,2.6560564891003207,4.803932608822676,5.827629919566911,6.4667805462537435,8.41368027395623,7.9419656202528355,6.042162401086601,8.930823648146035,3.684909613094096,6.929892914775065,6.743276246770928,5.102631256388179,5.84760399387939,7.834415244928114,2.7460589329520046,1.8977058226066859,3.162368733978044,2.0927379320969512,2.1789047889712565,3.921629172446985,2.1941168839627925,2.3914811800579487,2.382191628002485,2.230344679958758,6.2804973399430795,4.183310523393814,15.446647603553304,20.325420716077165
4,3.134038906811752,3.3110705893265138,4.547505792692728,2.9658752079480886,-0.0,2.9998848594963508,4.660888377615493,4.9015477941693275,4.606504543598325,2.9877773386145203,5.931395652193252,5.356915979262644,2.7028892322254587,3.9947003644862416,1.9837487908521563,3.0749748472732206,2.9067574452100793,7.340291957870852,3.424383269259717,2.972113139983362,4.800881974953151,2.5268579668560878,5.649414585957464,3.04764925906868,2.431836199167463,6.373608025944657,5.513178153741171,5.491603312881797,7.822568165435726,5.1621675516593735,3.4111319442670993,2.3122251918978716,2.897842590487221,3.8697352817714847,3.7616321305325395,5.109604141607226,2.0965322531196615,3.1852459109938795,15.591909989873006,4.730742568760639,3.7747916232020287,3.9645234355634487,4.048523467132973,4.194952602912165,5.55752049122517,5.402862834548495,3.61506806298546,2.9877279000857158,3.39167804501539,8.224881848464015,4.833194501611163,3.682327040884617,3.9353211627001676,5.189716865974998,3.1790793062169995,5.886696714839966,10.409920654306003,4.716669068140234,6.192173819242615,7.342249386600389,6.2607385061497345,6.376918919781489,4.2854651020179615,5.565702401817718,9.471965210627246,7.073698849161629,1.9775984450239494,2.7394018872061747,2.8158558890749075,5.103559929377934,2.569368000196278,5.0876468321232124,7.435917949924137,5.4355774339262535,7.658834550032417,7.708314382749268,7.093671956585148,7.925550217994247,2.6084775322197777,8.09399858644855,6.314270714103202,4.870545481910817,5.268813811132045,8.013016960236586,4.380225637842599,3.3265857424677066,4.125315480954274,3.5920196233404704,2.3322637083638718,4.422508313206093,2.5070043801909736,3.197976011120001,3.965169487358668,3.2247979391618347,7.096730160915719,4.751378531200444,9.772582630484111,23.013628101453353
5,1.300643959315675,2.5538263245108404,3.2027483813949806,1.9016958613542512,2.9998848594963508,-0.0,3.503617462925601,2.7473131497833605,2.9028798267377347,4.218659427486509,4.916915111265144,5.282846525128343,3.380461942441879,3.465672048900359,3.9643544667469355,2.1136415281282015,3.3936784687770474,13.261225790426868,2.842368189029367,4.229768977415033,3.439438723762729,4.037424085918496,3.1595442035752086,3.750778967219549,3.63431656601283,4.325805900998937,6.6721981663598955,5.0789280813840305,6.42171144601845,6.870161531022175,2.8811628015923896,2.559037320468669,2.329141135565819,2.9883383737385865,4.538708020940715,4.89703021581051,3.0899704058021498,3.6300209303013737,11.671077639290464,5.310264682418117,3.9913346370775638,3.601902905190908,4.092780631658009,6.534812320488289,6.940906792327188,6.72485769169442,4.7751717626769175,3.859931952585536,2.9811934391819426,8.738376276955126,4.639063867445135,2.598771507922122,3.2451295737834776,4.985090399573879,4.703217005603969,7.119672920417188,11.070531020654236,6.689454980012049,6.590894526916608,7.872203342842493,6.539710345580791,7.976054776990609,5.4011123813131565,5.427547437226375,11.135319211215894,7.209823530184573,3.213019749645308,3.8091086581241105,4.448652681055001,5.439181812662443,4.285077953312498,5.808093354157172,6.7832049220571875,6.137574726521406,8.16314336487133,7.696392983123739,6.74223621102667,8.227022899085204,3.92070922824488,9.428773074319713,6.529550959376016,5.609449319292127,7.406287635625959,8.191297096234942,4.094956273223938,3.1800961700116233,3.131308041916876,2.8545980544616065,2.8642726368922085,4.518713499209775,2.733231758864497,2.7382816192266386,3.3097582341541787,3.2458942392578165,7.212430963351252,4.867876963485326,12.180168759402669,28.817185680030263
6,4.537082782744706,3.1064416829275494,3.9356366340575413,3.6457482753805923,4.660888377615493,3.503617462925601,-0.0,3.4440425183569765,3.985617369242764,3.674239292114274,4.82817500908223,4.049803259858321,3.217318660934664,3.5398568246335675,4.587197305915304,3.2744304023476807,5.5111218618243365,8.403280054443984,5.262530125408101,3.6576218698682803,4.119041184539001,3.9623322522344724,3.809195106824545,4.866835112090041,4.858735653975155,5.134014704496798,3.798698278759493,4.303357596335998,6.796817746192419,7.349398299567733,4.72370266485527,4.568456806960428,3.9001420950757026,3.7417833833413385,5.574471004454238,6.087446251466061,3.9079394493835404,3.1112527710974063,13.746788789412799,8.361433825648392,4.09180809475404,4.0023003354240565,3.909748925064173,6.7256759974916065,6.961914647398566,6.051830213469884,5.028886602968731,4.734164169967387,5.610541483774429,10.412168505642688,2.882659491690684,3.2439547659143977,4.380104891682178,4.192714995769295,5.3866748128566835,5.671084818724864,10.571460447806208,6.469482323262261,6.616284937830753,8.293401912401967,6.0296949956555475,7.943761903286348,5.38538923603939,7.363569974068833,10.284359551597351,9.055017483193962,3.677092633505247,4.733449318596009,5.324814025240549,4.956042983272142,4.638678974491883,5.586349856105472,7.099749193033532,6.027295024425429,8.603167028450745,8.227606441482695,6.908203940577894,11.242890189207568,5.4247346356836585,8.491467211386192,6.4204345637799225,4.9209488479671295,7.603768087638804,9.691778714276396,3.436585735220228,2.7192082349015574,4.281891214192004,3.094142517310277,3.3145505063754563,4.003549924764183,3.0827090797869636,3.057497156313946,2.7417118161706173,3.900785553893291,7.3702670319798855,4.462321317186773,9.487164840285017,29.372564375781675
7,3.827341876139826,2.7405239028120176,2.818473811061565,3.642954522380815,4.9015477941693275,2.7473131497833605,3.4440425183569765,-0.0,5.048431165141076,4.734875284010999,4.092739123834393,4.13509995479859,3.2636391363392248,2.202762997391007,4.346280295276771,2.1015925853166575,5.512779958896383,20.976538097069163,4.094339803709761,3.9827463967648153,2.3692451446999687,4.45375935538381,1.9625597871125475,7.847341019176304,5.150869082346744,2.5220879999594925,6.16162219990684,4.304165419813261,4.467093676583434,5.965788600069754,2.6199680215367653,4.564187154219161,5.185836576585222,3.5881130141065904,3.5214085173666287,3.3062654974011156,3.5766614008157225,3.141132019852692,9.994380731553498,7.488344982273288,3.277963558887555,3.3510207093911277,3.913046823093906,5.249807231834736,6.267719188164055,5.110952478741209,4.203787506134433,3.870945943256112,4.667339417405191,12.462604775480935,5.069778577715958,2.889056005087279,4.624125922039534,3.551807069383487,4.221073752403946,5.051652165250099,8.147105006161908,4.826175376483065,5.49011032244099,6.469393759763676,5.704289212589207,5.749723730325817,4.481379616840799,4.6833960087859445,9.055466511354707,6.249219455704591,6.1542509980295925,4.440195688506084,5.199091766800594,3.755717955191504,5.330952564518297,4.973801989346234,4.929180875412967,8.11466053501131,8.14774016339979,6.799377202039927,5.430560440551593,11.757434472343524,6.428861162210326,7.366382538709059,5.6662747466358825,5.1131277561987085,5.830082005093996,7.054835426821828,3.831242550626061,3.3941999884442904,4.573112406915003,4.638935190543159,4.781130986449352,3.680140442965877,3.4259803283274546,4.0430521253505285,3.0317645874840133,3.5146042830710718,5.201366518656611,4.334139247269123,9.834756377983188,31.999611187949803
8,3.052481813690132,3.6341461957792593,4.3830494409568725,3.5211672003911274,4.606504543598325,2.9028798267377347,3.985617369242764,5.048431165141076,-0.0,4.574795462713481,4.912556802447685,6.565628755178932,4.561720207220935,4.809405147388881,4.463431817244221,4.887715762945114,4.976512340574984,9.661877931096674,4.499576382621208,5.282931724045719,5.689855884692871,4.838435381850981,5.978740694532261,4.275120638768614,4.11098680181171,6.909261605031835,6.644443718993158,6.464215203792661,8.901285420905765,9.188368209844894,4.382090351786411,3.695144564523915,2.9776637158082084,4.243662135389862,6.397048275741103,6.330198240326422,3.7960483056865635,4.508869489773123,15.722119767184635,5.9116858570730155,5.991218648279801,5.629324420149937,5.695168845642242,7.519051333222968,7.3989060906885795,7.5666941121002935,5.4253874258580685,5.409098015482389,4.498906479308194,7.834165361889604,5.173524455489521,4.26782570255387,4.51858580842545,6.056409912722436,6.503406498164343,7.5813559947580815,11.831184070624582,7.156679020141625,7.930489543928525,9.788795349694194,7.7358202285443545,9.629632613733456,6.843535800159714,6.851214277989567,12.4054811970475,9.52102210945086,4.217238735068311,4.917022441778731,4.631606282941908,6.635868982406916,5.682714337136815,6.687086903763553,8.093105684391082,7.146946144803405,10.835142669546231,8.961753495109317,8.237964259970939,8.524901233242877,5.627690519629815,10.015847285426158,7.522681013928969,7.176134619908984,8.962542568510173,10.345496659191111,5.6407117552844275,5.071092920915071,4.495137406696816,4.4967135896434245,4.48476386615336,6.375378104608158,4.364884147245961,4.781273832243272,5.649706991178663,5.438102235916996,8.209030563684435,5.985887723755587,13.74550509397512,30.99759288394218
9,4.5709488774378135,3.9428975120545036,3.4205047103358637,3.6027488399881697,2.9877773386145203,4.218659427486509,3.674239292114274,4.734875284010999,4.574795462713481,-0.0,3.9126195048115338,4.089218845757005,1.6697831059237487,2.3175647785788556,2.721061167498627,3.059927606927784,3.8314892377379097,5.836760965222398,5.153092009104855,2.0638153343324634,4.170096855635962,2.4219233906656,5.279348907873455,3.7321203449369245,3.5481666925684383,5.403437076901818,4.31062282662163,3.8647211709440503,6.21431320240231,5.058361154887082,3.5232965527334055,4.043443900857446,4.1672220982200905,4.213853137754095,2.557747731913517,3.95838724315878,2.0625973016212833,2.3723436430953164,12.664359898287916,6.5538240723040095,3.0203960279430095,3.1652510364876174,3.227026434586688,2.536340340468162,3.5932786852110046,3.0813912003191293,2.8712920292159034,2.840364000983757,4.880392856288042,10.204093357782064,4.195741225776029,3.7638253454405954,4.424578851754223,3.345580767960855,2.4731022583555795,4.429395838945775,6.803354676806324,3.0377555637641347,4.630340763806098,5.185202393862957,5.408360053499734,4.831933085864436,2.5712750613337234,4.351389720924742,8.485662960957558,6.0976878220615705,2.253470687203302,2.7418068737019694,2.6711614560042016,2.9953447920299237,1.8581542897231107,2.7296075229890513,4.539308828556771,5.167960142541275,6.289781665971508,6.906952658050747,3.949351689540141,10.756358316587724,4.767485813072997,6.0041561437230415,3.766324779006017,3.322314266593627,3.606423518745296,7.255910132025758,3.2561758267810363,2.6978357852482793,4.942681593583003,3.535605160255492,2.245799044800754,2.1791892953582983,1.6526175558219343,2.661711410336948,2.332735892399979,2.635605614138101,4.522082493132724,3.0289551968188952,11.711490723655125,21.966427791890595
