avg,cen
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
216.73777777777775,221.27
