avg,cen
231.20333333333335,229.6
229.26666666666665,227.97
229.1833333333333,228.47
231.13333333333333,229.35
230.16,230.23
229.92666666666665,230.6
230.78333333333333,229.52
243.41333333333333,241.12
245.9666666666667,243.17
245.29333333333332,244.4
248.44333333333336,248.38
254.35,249.35
256.31,256.18
262.50333333333333,261.97
261.72666666666663,257.52
259.62333333333333,254.75
260.25,256.72
261.46999999999997,261.3
262.78333333333336,264.48
259.66,259.98
252.13666666666668,253.65
252.54666666666665,256.92
241.31333333333336,240.85
234.56333333333336,234.42
