avg,cen
361.8666666666666,358.03
366.67,370.39
385.8233333333333,394.44
372.8766666666667,383.49
354.81,367.57
338.6966666666667,343.66
327.92333333333335,334.79
353.75666666666666,358.03
393.1933333333333,408.98
422.91,437.96
462.72333333333336,471.02
511.72666666666663,522.5
538.6266666666667,549.96
540.9866666666667,567.82
543.0866666666667,575.88
543.1666666666666,569.61
548.3000000000001,554.19
544.8366666666666,549.68
529.87,532.92
499.75333333333333,501.37
441.91333333333336,435.32
431.77333333333337,410.6
408.72,378.66
393.09666666666664,386.51
