avg,cen
249.52941176470588,246.25
247.88647058823528,247.62
246.54764705882354,247.05
248.11411764705886,248.67
247.9052941176471,249.28
249.10882352941172,249.13
249.07588235294116,249.98
263.3205882352941,261.0
269.82647058823534,266.8
274.36352941176466,269.23
278.9664705882352,274.92
282.4817647058823,276.05
284.25882352941176,281.18
286.50058823529406,286.38
286.1335294117647,284.68
287.5652941176471,287.12
286.53000000000003,286.78
284.2811764705882,285.15
281.7029411764706,279.8
283.04,284.28
280.40882352941185,287.1
276.39764705882357,284.03
261.90941176470585,264.85
255.3005882352941,258.77
